title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
Andre Le Notre,Андре ле Нотр,Розовый,Сильный,110,90,,1,13,12,слабая,средняя,средняя,"                        Сорт совсем не похож на классические чайно-гибридные розы - красивый бутон и масса бесформенных лепестков в полном роспуске - а действительно современная крупноцветковая роза, которая лучше всего выглядит в полном роспуске. Цветки раскрываются из шаровидных бутонов, показывая закрученный центр в старинном стиле. Цвет, и то, как он меняется со временем, очень красивый, т.к. внешние лепестки практически белые (точнее фарфорово-розовые), в то время как центр цветка насыщенно-розовый, с абрикосовыми тонами у основания. По словам оригинатора, сорт очень устойчив к заболеваниям. В любом случае восхитительная окраска, форма и чудесный аромат произвели настоящую сенсацию, когда сорт был только выведен",,hybrid_tea_rose,yes,andre-le-notr
Big Purple,Биг Перпл,Красный,сильный,175,120,3,1,12,11,слабая,сильная,сильная," Великолепная пурпурная роза Биг Пепл (Big Purple) идеально подойдет для выставок, так как ее глубокий темный цвет очень ценится у профессионалов! Цветки у саженцев очень крупные, достигают 15 см в диаметре, чаще всего растут по одному и имеют привычку медленно распускаться. Куст сильнорослый, прямостоячий, высотой  80-120 см. В зависимости от сезона, окраска этих удивительных роз может меняться - от малиновой к пурпурной. Ароматная роза, однако, подвержена пагубному влиянию дождя, зато имеет хороший иммунитет к мучнистой росе и пятнистости.   ",,hybrid_tea_rose,yes,big-pepl-big-purple
Biedermeier,Бидермайер,Двухцветный,Слабый,50,40,5,3,7,6,слабая,средняя,средняя,,,hybrid_tea_rose,yes,bidermayer
Black Baccara,Блэк баккара,Черный,слабый,100,80,,1,8,7,средняя,средняя,средняя,"                        Французские селекционеры вывели самую «черную» розу. Все розоводы единогласно отмечают, что это сорт максимально приближен к черному цвету. Цветы этого сорта, на самом деле, в бутонах имеют четко выраженный черный цвет. Также при наступлении осенней прохладной погоды цветы приобретают яркий черный отлив. В летнее время Блек Баккара вас порадует темно-бордовыми бархатистыми цветами. Стоит отметить, что на кислых почвах этот сорт имеет черный цвет и в жаркое время. Сам цветок не относится к сильно крупным, и достигает в среднем 9-10 см в диаметре, чашевидный, плотный, густомахровый (45 лепестков) лепестки на кончиках заостренные, угловатые. Аромат как и у других срезочных роз, еле уловимый. Листва зеленая со слегка заметным красным отливом. У этого сорта очень маленькое количество шипов. Высота куста около 80см. Устойчивость к болезням средняя. Используется в основном для срезки, но великолепно чувствует себя и в саду. Лучшее место посадки – полутень. Именно здесь максимально проявятся бархатисто-черные оттенки этой розы.",,hybrid_tea_rose,yes,blek-bakkara
,Блю Гёрл,Сиреневый,Средний,90,70,3,1,12,10,средняя,средняя,средняя,"                        Роза с крупными (10-12 см) махровыми цветками в серебристо-сиреневых оттенках. Цветы чаще всего одиночные, держатся очень долго, отлично подходят для срезки. Аромат сладкий, фруктовый. Цветение повторное, обильное, до заморозков. Куст пряморостоячий, густой, высотой 60-70 см, шириной 60 см. Листья крупные, темно-зеленые, полуглянцевые, устойчивые к болезням.","Sauvageot, Франция, 2008",hybrid_tea_rose,yes,blyu-gyerl
Bridal Piano,Брайдал Пиано,Розовый,сильный,120,100,5,3,7,6,средняя,сильная,сильная,"                         Роза имеет одновременно признаки спрей-розы и чайно-гибридной розы. Цветоносы крепкие, прямые, длинные. Соцветие образовано как правило 3-5 смотрящими вверх шаровидными бутонами. Цветы ностальгической формы. Наружные лепестки – молочно-белые с зеленоватой каймой, внутренние – нежно-розовые. Центр цветка имеет более насыщенную розовую окраску. Цветок медленно распускается и долго держится на стебле. Цветение обильное, повторное – чуть скромнее. Стандартная обрезка на зиму и укрытие двойным слоем нетканного укрывного материала обеспечивают стабильную зимовку. Роза не болеет, цветы дождем практически не повреждаются. ","ChristianEvers, Germany, 2013",hybrid_tea_rose,yes,braydal-piano
,Вайт Вувузела,Кремовые,Слабый ,100,80,,1,10,9,,сильная,сильная,,De Ruiter Нидерланды,hybrid_tea_rose,yes,vayt-vuvuzela
White O'Hara,Вайт Охара,Белый,Очень сильный,110,100,,1,14,10,средняя,средняя,средняя,"                        White O’Hara очень тонкая, с великолепным ароматом садовая роза, символ бесподобной красоты и романтики Лепестки бархатно-белые с легким перламутром на изгибах приобретают к центру цветочной розетки оттенок слоновой кости. Зефирные формы образуют большой романтический бутон. Красивый бокаловидный бутон медленно раскрывается и цветок постепенно увеличивается в ширину. Яркий цитрусовый аромат сопровождается шлейфом нот вербены, зеленого яблока и свежескошенной травы, аромат Франции, который чувствуется на расстоянии. Именно эта роза – любимица невест, ей украшают столы молодоженов и используют для свадебных букетов и бутоньерок.",,hybrid_tea_rose,yes,vayt-okhara
White Piano,Вайт Пиано,Белый,Сильный,110,90,5,3,10,8,сильная,сильная,сильная,"Вайт Пиано(White Piano)-новый сильнорослый (100-110 см.)сорт, который в последнее время приобретает всё большую популярность  благодаря своей изящности. Листья матовые, зелёные. Соцветия формируются на высокой ножке(5-7 крупных белоснежных роз в соцветии). Цветок 10-12 см. В начальной стадии цветения цветы пионовидной красивой  формы ,позже-чашевидные, пышно махровые. Плотность цветов и густота  лепестков(70-80 шт.) ,сильный классический аромат с тонкими фруктовыми нотками ,обильное   цветение в течении всего продолжительного, вегетационного периода-впечатляют. Декоративный  густооблиственный куст ароматной розы Вайт Пиано ,с изобилием  великолепных  белых соцветий, украсит Вашу клумбу , а  сад наполнит тонким ароматом. Устойчива к заболеваниям, хорошая морозостойкость.",Tantau,hybrid_tea_rose,yes,vayt-piano
Wedding X-Pression,Веддинг Экспрешн,Желтый,Слабый ,100,80,,1,10,8,средняя,сильная,сильная,,,hybrid_tea_rose,yes,vedding-ekspreshn-
Pullman Orient Express,Восточный Экспресс,Двухцветный,средний,185,120,,1,14,13,слабая,средняя,средняя,"                        Нежная, незабываемая роза  Восточный Экспресс (Pullman Orient Express) ждёт своего покупателя! Цветки у этого необычного саженца густо-сливочно-желтые, с малиновыми краями, цвета такие яркие, что создается впечатление, будто художник прошёлся кистью по лепесткам. Даже в жару цветки выглядят безукоризненно, что даёт им право участвовать в выставках, но это не значит, что сорт не подойдёт и для сада.  Цветки почти всегда одиночные, изредка в небольших кистях. Куст сильный, устойчивый к болезням, сверху донизу одет темной блестящей листвой, что, без сомнений, становится великолепным фоном для цветков.   ",,hybrid_tea_rose,yes,pullman-orient-express
,Вувузела,Розовый,Слабый ,110,80,,1,10,8,средняя,сильная,сильная,"                        Саженцы розы чайно-гибридной Вувузела (Rosa Vuvuzela) – редкий сорт с уникальной пионовидной формой розетки и красивой неоднородной окраской лепестков. Куст с мощными прямыми побегами достигает около 100 сантиметров в высоту и 70 в диаметре. Листья плотные, оливково-зеленые. На одном побеге завязывается от 1 до 3 бутонов. Центральные взъерошенные многочисленные лепестки окрашены в оранжево-желтый оттенок, ближе к краям окраска более прямых лепестков становится кораллово-алой. Цветение – продолжительное, бутоны распускаются медленно и долго держатся на кусте. Растение предпочитает солнечные зоны, рыхлые плодородные участки.",De Ruiter,hybrid_tea_rose,yes,vuvuzela
,Гайд Парк,Желтый,Слабый,120,100,,1,12,10,сильная,сильная,сильная,                        ,"Нидерланды, 2017",hybrid_tea_rose,yes,gayd-park
"Peace,Gloria Dei",Глория Дей,Желтый,Средний,150,100,,1,15,14,средняя,средняя,средняя,"Роза Глория Дей (Gloria Dei) относится к чайно-гибридным сортам, выведена она была в Южной Франции. Уже несколько десятилетий она считается прекраснейшей из всех садовых роз.  Данный сорт саженцев роз представляет собой ветвистый сильнорослый кустарник, его высота может достигать 1,2 м. Крупные пышные бутоны вырастут до 15 см в диаметре. Ваш взгляд обязательно должен остановиться на очень необычном цвете лепестков: он из ярко-желтого превращается в розовый, нежно обрамляя края. Сорт розы, представленный на фото, будет цвести обильно и непрерывно, радуя владельца своей неповторимой красотой и царственным величием. Бутоны имеют приятный аромат.",,hybrid_tea_rose,yes,gloriya-dei-peace-gloria-dei
Double Delight,Двойное удовольствие,Двухцветный,Сильный,100,90,,1,14,13,,средняя,средняя,"Саженцы роз Двойное удовольствие (Double Delight) – одни из самых хорошо известных и широко распространенных современных роз в мире. Никто не знает, относится ли ее имя к контрастирующим цветам, или «двойное удовольствие» это цвет и запах.  Раскрывающийся бутон идеальной классической формы, медленно распускается. Долго стоит в срезке. Цветки вначале кремово-белые, красный цвет можно заметить только на внешних лепестках, но по мере распускания малиновая окраска разрастается, особенно активно это происходит в жаркую погоду. Результат – потрясающий контраст слоев ярко-малиновых внешних лепестков и кремово-белого центра. Цветки очень крупные, появляются обычно по одному, редко по 2-3, на длинных, жестких, колючих побегах. Листва крупная, темно-зеленая, куст прямостоячий, но более ветвистый, и имеет лучшую форму куста, чем большинство чайно-гибридных роз. Сорт очень легок в выращивании, хотя и не исключено появление черной пятнистости или мучнистой росы. Красная окраска проявляется под воздействием ультрафиолета на пигменты лепестков. Это означает, что на кусте нет двух одинаковых цветков, ведь погодные условия все время меняются. ",,hybrid_tea_rose,yes,dvoinoe-udovol-ctvie-double-delight
,Джейд,Абрикосовый,Сильный,110,90,,1,14,13,слабая,средняя,средняя," Крупные старинные бутоны в диаметре 13-14 см! Цветок густомахровый, лепестков насчитывается около 40 шт. Аромат, как бушующее море, волнует и пьянит. Как и цвет спелого абрикоса в сердцевине бутона, внешние лепестки же её подобны нежному румянцу. Главное, что роза Джейд не раз цветёт за сезон, чем украшает любой двор. Цветки розы Jade появляются по одному на побегах, стебли прямые, лист глянцевый сочно-зелёный. Сам куст выглядит всегда опрятно, его размер чаще всего не превышает 110 см в высоту и 80 см в ширину. Эта роза- яркий акцент для любой клумбы! ",,hybrid_tea_rose,yes,dzheyd
Geraldine,Джералдин,Розовый,Слабый ,100,80,,1,12,8,средняя,средняя,средняя,,,hybrid_tea_rose,yes,dzheraldin-
Julia's Rose,Джулия Роуз,Коричневый,Слабый ,80,60,,1,12,11,сильная,средняя,средняя,                        ,,hybrid_tea_rose,yes,dzhuliya-rouz
Jumilia,Джумилия,Двухцветный,средний,,100,,1,,12,сильная,сильная,сильная,"Роза Jumilia одна из популярнейших сортов среди флористов, частая гостья торжественных мероприятий и букетов. Вы нередко увидите её в цветочных лавках, так как она молниеносно приковывает к себе взгляд. Её необычная цветовая гамма, опирающаяся на контрасте, достаточно романтична. Молочное основание цветка ближе к краю лепестков плавно переходит к ягодно-розовому цвету. Классической формы бокал высотой до 10 см. Аромат средний. Как и полагается срезочным розам, обладает данный сорт тугими и ровными стебля, низкой обшипленностью, и густой тёмной листвой. Высота куста до 100 см, по форме напоминает большой букет. Помимо всех вышеперечисленных достоинств, обладает роза сорта Джумилия хорошей зимостойкостью и устойчивостью к болезням. В вазе стоит продолжительное время, от 12 до 14 дней без потери своей привлекательности.Заказать саженцы роз Джумилия в Москве можно, нажав кнопку ""в корзину""! ",,hybrid_tea_rose,yes,dzhumiliya
Dolcetto,Дольчетто,Фиолетовый,Слабый,100,80,,1,12,11,сильная,сильная,сильная," Очаровательная новинка из серии голубых роз. Цветки густо-махровые с волнистыми кружевными кончиками лепестков лилово-фиолетовых оттенков. По мере распускания цветок приобретает более светлые оттенки.  Аромат ее чрезвычайно тонок, едва уловим. Устойчив к низким температурам, и заболеваниям.Заказать саженцы роз Дольчетто (Dolcetto) в Москве можно, нажав кнопку ""в корзину""! ",De Ruiter Нидерланды,hybrid_tea_rose,yes,dolchetto
,Зазу,Зеленый,Слабый,100,9,,1,12,10,средняя,средняя,средняя,"                        Чайно-гибридная неописуемо красивая салатовая роза с ярко-алым ободком. Отличная продуктивность, необычный цвет и устойчивость.                    ",Bartels,hybrid_tea_rose,yes,zazu
Impulse,Импульс,Оранжевый,сильный,120,100,,1,10,8,сильная,сильная,сильная,"                        Элегантная и манящая роза Импульс (Impulse) вдохновит своего обладателя на искреннюю любовь к природе! Матовая текстура лепестка гармонично дополняет кораллово-апельсиновый оттенок самого цветка. По мере того, как бутон распускается, его хрупкие лепестки игриво закручиваются по краям, создавая неповторимый природный узор. Крупные загадочные бутоны ""обитают"" на стойких, крепких стеблях, способных, в свою очередь, вырасти до 120 см в высоту. Пахнет растение достаточно стойко, аромат напоминает запах темного винограда. Саженцы этого сорта отличаются поразительной устойчивостью к заболеваниям, что позволит розе цвести живо и ярко долгие годы!   ",,hybrid_tea_rose,yes,impuls
,Капри,Абрикосовый,Сильный,90,70,3,1,10,8,средняя,средняя,средняя,"                        Ностальгическая роза с цветками старинной формы тёплых, оранжево-абрикосовых тонов. Цветки густомахровые (40-60 лепестков), диаметром 8-10 см, с насыщенным ароматом персика с нотками меда, цитрусовых и абрикоса. Цветение поодиночке и в небольших соцветиях, обильное, повторное. Куст округлый, с тёмной глянцевой листвой среднего размера.                    ","Christian Evers Германия, 2014",hybrid_tea_rose,yes,kapri
Capucino,Капучино,,слабый,70,50,,1,12,10,слабая,средняя,средняя,"                        Цветки густомахровые, великолепного сложения, благородной формы, диаметром 10-12 см, теплого, приятного тона (от кремово-желтого до кофейно-желтого). Цветки открываются очень медленно, по спирали. Куст компактный, с многочисленными побегами, подходит для контейнерной культуры, а также очень хорошо смотрится на штамбе высотой 90 см.",Эквадор,hybrid_tea_rose,yes,kapuchino
Carabella,Карабелла,Красный,Слабый ,100,80,,1,12,10,сильная,сильная,сильная,                       ,,hybrid_tea_rose,yes,karabella
,Карпе Диэм,Лососевые,Слабый,,70,,1,12,10,средняя,средняя,средняя,"                        Розы Карпе Диэм - светящиеся персиковые розы. Имеет более светлый оттенок в центре цветка. Эксклюзивная роза с изогнутыми, почти гофрированными лепестками, плавно переходящая от коричневого до нежного бежевого цвета. Великолепно, необыкновенно смотрится в букете как самостоятельно, так и в сочетании с другими сортами роз. Бутон красиво раскрывается, показывая всё своё великолепие постепенно, плавно укладывая оборку к оборке изогнутых лепестков, диаметр в раскрытии 10-12 см.","Нидерланды, 2004",hybrid_tea_rose,yes,karpe-diem
Cafe Latte,Кафе Латте,Коричневый,Средний,150,140,3,1,13,10,сильная,средняя,средняя,                        ,,hybrid_tea_rose,yes,kafe-latte
Kerio,Керио,,,,,,,,,,,,"                        Сорт саженцев роз Керио назван так в силу того, что цветки этой розы напоминают стайку бабочек на кусте. Цветки этой розы медно-лососево-оранжевые, средних размеров, полумахровые. Сорт цветет достаточно обильно, за что и полюбился многим розоведам. Рекомендовано выращивать данный сорт на столбе, т.к. роза медленно нарастает, а иногда не дорастает до плетистой вовсе! Иногда розу относят к нуазетовым, но чаще к плетистым чайным розам. Растение обладает несильным ароматом, бутоны распускаются по одному на стебле, их размеры в среднем - 8-10 см.",,hybrid_tea_rose,yes,kerio-kerio
Claude Brasseur,Клод Брассер,Сиреневый,Сильный,90,70,,1,14,13,слабая,средняя,средняя,"                        Великолепная лавандовая окраска, совершенная форма цветка, насыщенный аромат этой новинки 2006 г делают ее исключительным пополнением в семействе классических чайно-гибридных роз Meilland. Цветок состоит из 75 лепестков, крупный, 13-14 см, фиолетово-пурпурный.                    ",,hybrid_tea_rose,yes,klod-brasser
,Коко Локо,Кремовые,,,,,,,,,,,                       ,,hybrid_tea_rose,yes,koko-loko
Cooper Lights,Куперлайт,,Средний,120,100,3,1,14,12,сильная,сильная,сильная,"                        Роза Copper lights (пер.англ. Медные огни) новозеландской селекции - чайно гибридная роза с роскошными цвета меди цветками с оттенками оранжевого, медно-розового, медно-коричневого. Цветы среднего размера, в основном одиночные или в небольших соцветиях на фоне темно-пурпурной, сильно блестящей листвы. Аромат мягкий. Куст среднего вертикального и чрезвычайно здорового роста, высотой 100-120 см, со слегка колючими ветвями. Листва глянцевая, красновато-пурпурная. Цветение начинается рано и повторяется до поздней осени волнами в течение всего сезона. Может быть использована как срезочная роза.",John Ford,hybrid_tea_rose,yes,kuperlayt
,Кхела,Белый,Средний,150,120,3,1,12,10,сильная,сильная,сильная," Цветки с пышным округлым бутоном, нежного бело-кремового оттенка с бордово-коричневой окантовкой лепестков, распускаются в крупные 10-12см перламутрово-белые густомахровые цветки . Цветение обильное и продолжительное Побеги практически без шипов Высота куста 100см. Эта роза станет изюминкой вашей коллекции, удивляя и восхищая ваших гостей. Цветки долго стоят в срезке, модная новинка для букетов. ",,hybrid_tea_rose,yes,kkhela
Candy Avalanche,Кэнди Аваланж,Розовый,Слабый ,100,80,,1,10,8,сильная,сильная,средняя,                       ,,hybrid_tea_rose,yes,kendi-avalanzh
Latin Pompon,Латин Помпон,,,,,,,,,,,,                       ,,hybrid_tea_rose,yes,latin-pompon
,Мадам Анизетт,Кремовые,Средний,140,80,5,3,9,8,средняя,сильная,сильная,"                        Современная чайно-гибридная роза, грандифлора, с превосходными соцветиями крупных кремовых с абрикосовым оттенком цветов, за свой сильный анисовый аромат включенна в ""Коллекцию Parfuma"".  Бутон розовый, шаровидный. Цветы элегантные, кремовые с бледно розовыми, абрикосовыми оттенками, от шаровидной до округло чашевидной формы в роспуске, диаметром 8 см, густомахровые, 65 - 70 лепестков в одном цветке. Эта роза, которая кажется такой сладкой и нежной, удивляет своим поистине необычным ароматом, очень насыщенным запахом аниса с нотками меда, мирры и специй. Верхняя нота очень выраженная и очень ароматная. Доминирующая, она покрывает нос интенсивным аккордом аниса и ароматной мирры. Ноты специй, такие как любисток, играют свою роль на втором плане. С роспуском цветка размытая нота характерного розового аромата в центре выходит на первый план, подавляя характерный аромат молодого цветка. Аспекты меда на заднем плане создают сбалансированный контраст.","W. Kordes' Söhne Германия, 2013",hybrid_tea_rose,yes,madam-anizett
,Майра Брайдал Пинк,Розовый,Средний,120,100,,1,11,9,сильная,средняя,средняя,"                        Романтическая пионовидная роза Mayra’s Bridal Pink (Майрас Брайдал Пинк) – идеальный сюрприз для любимой девушки, этот сорт обожают невесты и всегда выбирают свадебные флористы-декораторы для самых нежных свадеб. Цветок имеет роскошное раскрытие бутона, крупные ровные лепестки и безупречную золотую сердцевину. Розу отличает мягкий градиентный окрас: оттенок меняется от пудрово-розового в центре до молочно-белого на внешних лепестках.Серединка цветка винтажная, светло-розовая при раскрытии.                    ",,hybrid_tea_rose,yes,mayra-braydal-pink
Mayra’s White,Майра Вайт,Белый,Средний ,110,90,3,1,12,10,сильная,сильная,сильная,,,hybrid_tea_rose,yes,mayra-vayt-
