title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
,Винтэр Лодж,Белый,Слабый,100,80,3,1,10,8,средняя,сильная,сильная,"                        Роза Винтэр Лодж ( Rose Winter Lodge ) отличается естественной устойчивостью к болезням и флористичностью, такие качества сорта будут заметны и по достоинству оценены в садовом пространстве при создании массивов . Бутоны зеленоватые, в полуроспуске цветы сочетают зелёный, кремоватый и белый цвета, в полном роспуске серединка не видна, прикрыта очаровательной пуговкой. Густомахровые, старинной формы, с легким ароматом аниса они расцветают небольшими соцветиями и прекрасно смотрятся на кусте энергичного роста с ярко зеленой листвой.","Robert Laperriere Франция, 2010",shraby,yes,vinter-lodzh
,Голден Зест,Желтый,Сильный,130,120,3,1,12,11,слабая,сильная,сильная,"                        Кустарниковая роза с ароматными цветками в старинном стиле - густомахровыми и квартированными. Тональность цветков - от сливочно-желтого и нежно-абрикосового до янтарного, диаметр - 10-12 см. В насыщенном аромате цветов искусно смешаны цитрус, анис, персик, гвоздика и фиалка. Цветение в соцветиях по 3-5 шт., повторное. Куст густой, высотой до 130 см, листва блестящая, темно-зеленая, с высокой устойчивостью к болезням. Может выращиваться также как штамб.                    ","Zary, США, 2005",shraby,yes,golden-zest
,Дьюранс Ансьон,Розовый,Очень сильный,150,120,10,5,8,6,сильная,сильная,сильная,"Durance Ancian Rosa (Дьюранс Ансьон Роза) – шраб с цветками очень красивой формы. Куст сильнорослый, прямостоячий, высокий. Достигает в высоту 1,2-1,5 метра, в регионах с мягким климатом может вырастать до 2 метров и использоваться как невысокая плетистая роза. В ширину разрастается до метра. Листва средняя, темно-зеленая, с глянцевым блеском. Бутоны шаровидные, темно розовые с малиново-вишневым оттенком. Цветы некрупные (6-8 см в диаметре), густомахровые, плотно набитые, розетковидные, черепитчатым расположением лепестков. Окрас распустившихся цветков насыщенно-розовый с сиреневыми оттенками, центр чуть темнее внешних лепестков. Привлекают насыщенным классическим ароматом розового масла. Цветки появляются в крупных соцветиях по 5-10 бутонов, которые распускаются друг за другом. Цветение повторное, очень обильное, продолжительное. Сорт морозостойкий с очень хорошей устойчивостью к заболеваниям.",,shraby,yes,dyurans-anson
Diablesse De Mers,Дьяблес де Мэр,Фиолетовый,Сильный,90,70,5,3,15,12,сильная,сильная,сильная,"                        Роза DIABLESSE DE MERS селекции Доминика Массада (Dominique Massad, France, 2014 ). У этой розы неповторимый , чарующий облик, который придают ей блестящие фиолетовые с голубоватыми оттенками лепестки с желтым к центру цветка. Усиливается очарование этой розой, когда распуская свои тридцать лепестков, цветок выдыхает удивительный аромат жасмина. Аромат насыщенный, крепкий. Цветение в соцветиях, повторное. Куст вертикально растущий , высотой 80-100 см, с матовой зеленой листвой . Рекомендуется посадка на хорошо освещенные места. Использование в массиве, индивидуальной посадке, срезке.","Massad, Франция, 2014",shraby,yes,dyables-de-mer
,Дэни Хан,Абрикосовый,Средний,130,110,5,3,12,10,сильная,сильная,сильная," На редкость необычный и удивительно красивый окрас роз Dany Hahn сделал эти цветки довольно популярными среди садоводов. Эти розочки неплохо смотрятся на любом фоне и в сочетании с различными декоративными растениями. Двухцветные лепестки не выгорают и даже в конца сезона отлично выглядят. Нежный аромат этих роз ощущается во всем саду. Обильные осадки цветкам не вредят, листва не страдает от черной пятнистости и мучнистой росы. Куст быстро разрастается и хорошо ветвится, на нем много прочных побегов. Сильная устойчивость к мучнистой росе и черной пятнистости. Повторноцветущая.",Massad,shraby,yes,deni-khan
Institut Lumière,Институт Люмьер,Оранжевый,Слабый,100,80,3,1,9,8,средняя,Сильная,Сильная,,,shraby,yes,institut-lyumer
Kolner Flora,Кельнер Флора,Розовый,,,,,,,,,,,                       ,,shraby,yes,kelner-flora
Clara's Choice,Клара Чойс,Розовый,Средний,100,80,5,3,10,8,сильная,сильная,сильная,"                        Аккуратный прямостоячий куст. Листва темно-зеленая, блестящая,здоровая. Душистые цветы старинной чашевидной формы. Внешние лепестки светло- розовые волнистые, внутренние - оранжево-розовые. Аромат нежный, очень приятный, с нотками ландыша и водяной лилии.",Scarman,shraby,yes,klara-choys
Colette,Колетт,Абрикосовый,Средний,175,100,3,1,8,7,слабая,средняя,средняя,                        ,,shraby,yes,kolett
,Концерто 94,,Слабый,110,90,10,5,8,6,сильная,сильная,сильная,"                        Роза Концерто ( Concerto ) - шраб, сорт выведен компанией Meilland International (Франция, до 1994 года). Представлен во Франции Selection Meilland в 1996 году как ""Concerto 94"", включен в серию Romantica. Цветки абрикосового цвета с розово охристым оттенком, с более светлой с желтым оттенком обратной стороной лепестков, в середине цветка бледно-желтый цвет. Цветок махровый,(26-40 лепестков), среднего размера, около 8 см, чашевидной формы, напоминают георгины, собраны в соцветия по 5 - 10 штук. с легким ароматом. Цветение обильное, в течение всего сезона. Цветы хорошо держат как дождь,так и жару. Куст широкий, раскидистый. Высота 60-100 см.  Может использоваться как почвопокровная, ландшафтная роза. Листва зеленая, очень устойчивая к заболеваниям. Зона USDA от 6b до 9b (по умолчанию).",Meilland,shraby,yes,kontserto-94
,Ла Вилла Котта,Оранжевый,Слабый,150,120,5,3,10,8,средняя,сильная,сильная,"                        Роза из коллекции ""Сказочные розы"". Цветки очень красивой, правильной формы на всех стадиях роспуска, диаметром 8-10 см, в центре жёлтые с медным отливом, с розовыми внешними лепестками, с мягким, нежным ароматом. Со временем цветовая палитра цветка меняется - в нём усиливается интенсивность розовых тонов, а желтая окраска, наоборот, становится бледнее. Погода тоже может вносить свою лепту в окраску цветка: в прохладную погоду наружные лепестки с внешней стороны приобретают кирпичный оттенок, а внутренние осветляются до кремово-медных, что в целом придаёт цветку очень красивую, переливчатую окраску.  ","W. Kordes' Söhne Германия, 2013",shraby,yes,la-villa-kotta
Larissa,Ларисса,,,,,,,,,,,,                       ,,shraby,yes,larissa
,Лоран Каброль,Лососевые,Средний,90,70,5,3,10,8,средняя,сильная,сильная,"Сорт розы Лоран Каброль (Laurent Cabrol) селекции Доминика Массада (Dominique Massad (Франция, до 2010) из серии ""Дженероза"" , очаровательный шраб с характером цветения чайно гибридной розы .  Цветет крупными густомахровыми, квартированными цветами очень насыщенного розового цвета. Размер цветка 9-10 см. Аромат умеренный, фруктовый с малиновыми нотами.  Цветение длительное с повтором. Куст высотой 80 см, шириной 60 см, густо разветвленный. Листва блестящая, зеленая с хорошей устойчивостью к болезням. Рекомендуется размещение на солнечных местах с дренированной , суглинистой, гуминовой, богатой питательными веществами почве. Морозостойкость: вынослив до -20 градусов. Сорт, лёгкий в выращивании. Из срезанных цветов этого сорта получаются очень красивые и душистые букеты.Заказать саженцы роз Лоран Каброль  в Москве можно, нажав кнопку ""в корзину""! ","Massad, Франция, 2009",shraby,yes,loran-kabrol
Mme de Stael,Мадам де Сталь,Двухцветный,Сильный ,100,80,7,5,8,7,Слабая ,Сильная ,Сильная ,,,shraby,yes,madam-de-stal
NADINE XELLA-RICCI,Надин Хелла Ричи,Кремовые,очень сильный ,90,70,10,5,10,8,средняя,сильная,сильная,"                        Розовый куст NADINE XELLA-RICCI отличается вертикальным ростом, светло зеленой остроконечной листвой, малым количеством шипов. Большие цветки белого с легким кремовым оттенком цвета с желтым центром в полном роспуске напоминают георгин . Густо махровые с мощным ароматом цветки диаметром 8-9 см собраны в большие кисти. Цветение с июня по октябрь . Куст компактный, красиво сформированный, высотой от 80 до 100 см, шириной 60 см, с устойчивой к заболеваниям листвой. Идеально подходит для выращивания в горшках и групповой посадки",,shraby,yes,nadin-khella-richi
,Нельсон Монфор,Желтый,Сильный,100,80,3,1,10,8,средняя,средняя,средняя,"                        Роза Нельсон Монфор (Rose Nelson Montfort ) - результат совместной работы Guillot-Massad над группой роз Generosa. Это обильно цветущий куст густомахровыми светло-желтыми, лимонного оттенка цветками, старинной чашевидной формы, с насыщенным ароматом. Размер цветка: 7-9 см. Цветение в соцветиях. Куст энергичного роста, густой, размером 100х50 см. Листва светло-зеленая, матовая, высокоустойчивая к заболеваниям. Цветение обильное повторно в течение сезона.","Massad, Франция",shraby,yes,nelson-monfor
Notre Dame du Rosaire,Нотр Дам дю Розер,Абрикосовый,Сильный ,120,100,10,5,12,10,средняя,сильная,средняя,,,shraby,yes,notr-dam-dyu-rozer-
Purple Lodge,Пёрпл Лодж,Фиолетовый,сильный,100,80,3,1,10,8,средняя,сильная,сильная,"                        Роза Пепл Лодж – достаточно новый сорт, ему менее 10 лет, однако он уже смог поразить розоводов во всём мире. Высота данного куста – шраба – от 80 см до 100 см. Ширина в пределах 60 см. Развивается хорошо и быстро, листья плотные, темно-зеленые. В полутени они приобретают легкий холодный оттенок, что потрясающе смотрится в сочетании с розово-фиолетовыми цветками. Кустик довольно живописный, а так как цветки крупные и тяжелые, то с возрастом им потребуется опора. Поскольку лепестки розы не выгорают, подберите для куста светлое и теплое местоположение, где бы роза чувствовала себя максимально комфортно. Почва должна быть средней плотности или даже немного побольше, чтобы хорошо удерживалась влага. Песчаные почвы для роз не подходят, ведь их нужно будет очень часто поливать, а роза не любит постоянные колебания между влагой и засухой. В остальном же роза Пепл Лодж очень хорошо растет, цветение длится весь сезон, из которых выделяют 2 самые обильные волны цветения.",,shraby,yes,pyerpl-lodzh
,Поль Бокюз,,Сильный,150,130,,,10,8,сильная,сильная,сильная,"                        Цветки крупные (около 10 см в диаметре), густомахровые, розовые с оранжевым оттенком, который становится особенно заметным в прохладную погоду. Внешние лепестки образуют чашу, источающую насыщенный фруктовый аромат с нотками дыни, вишни и зеленого чая. Цветение обильное, повторное. Высота взрослого растения может достигать полутора метров и более.",,shraby,yes,pol-bokyuz
,Приёр де Сан-Косме,Абрикосовый,Слабый,200,150,5,3,8,7,сильная,сильная,сильная,"                        Цветки клубнично-розовые с желтым центром, изнанка лепестков тоже желтая. Цветки махровые, 17-25 лепестков, чашевидные. Куст довольно высокий (при благоприятных условиях может достигать в высоту до 2 м), поэтому сорт может выращиваться как невысокая плетистая роза. USDA zone 6b и теплее.",Massad,shraby,yes,priyer-de-san-kosme
Prix P.J. Redoute,Прикс П.Ж. Редут,Двухцветный,Сильный,100,80,10,5,8,6,средняя,сильная,сильная,,"Massad , Франция  2010",shraby,yes,priks-p-zh-redut
,Розаман Жанон,,Средний,120,100,3,1,13,12,слабая,сильная,средняя,,,shraby,yes,rozaman-zhanon
William Christie,Уильям Кристи,Розовый,средний,150,130,3,1,8,7,слабая,сильная,сильная,"                        Посвященный знаменитому дирижеру Уильяму Кристи, этот сорт показывает смысл ритма и меры. На сильном кусте, распускаются небольшие кисти цветков. Они состоят из узких, наслоенных друг на друга лепестков, создающих гармоничную форму. Тогда симфония переходит в розовое адажио с нежным ароматом грейпфрута, маракуйи и мирры.",,shraby,yes,uilyam-kristi
,Фёрст Леди,Розовый,Слабый,150,120,3,1,10,8,средняя,средняя,средняя,"                        Очень сильное хорошо разветвленное растение высотой от 120 до 150 см с красивыми крупными цветочными кластерами. Цветы нежно розовые , сильно махровые ,их очень много, распускаются очень и очень медленно, устойчивы к дождю. Куст со временем сильно разрастается, поэтому ему нужно место для хорошего развития. Может использоваться всрезке, небольших группах, солитерно. Зимостойкость под укрытием хорошая, сопротивляемость к заболеваниям средняя. тоебуется профилактика.                    ","Tantau Германия, 2005",shraby,yes,fyerst-ledi
Chippendale,Чиппендейл,Оранжевый,Сильный,120,80,3,1,12,10,сильная,сильная,сильная,"Саженцы роз сорта Чиппендейл  (Chippendale) на сегодняшний день получили массу восторженных отзывов. В этом есть заслуга и прекрасных густомахровых цветков старинной формы диаметром 10-12 см, и восхитительного аромата с нотками манго и персика, и красивой формы куста (80-120см.х100см). Нельзя не отметить насыщенную темно-зеленую листву, отличную устойчивость к болезням и морозам, а также прекрасную устойчивость к дождям – бутоны не поникают на кустах. Цветки имеют насыщенные оранжевые тона, которые со временем слегка светлеют до розового оттенка. ","Tantau, Германия, 2006",shraby,yes,chippendale
,Шанталь Мерьё,,Сильный,110,90,5,3,10,8,сильная,сильная,сильная,"                        Сорт розы Шанталь Мерьё (Chantal Mérieux) создан как результат совместной работы Доминика Массада и Жан-Пьер Гийо ( Guillot-Massad) по созданию новой серии роз под названием ROSA GENEROSA. Коллекция Дженероза (Generosa® ) включает розы с максимальным количеством достоинств: старинная форма цветка, изысканный аромат, ремонтантность, обильное цветение, крепкие побеги, с непоникающими крупными тяжелыми цветками, повышенная устойчивость к различного рода заболеваниям, Куст сорта Шанталь Мерьё пушистый со среднего размера густой , сильно ​​глянцевой , средне-зеленой листвой с цветочными побегами нарастающими в разные стороны . Но во время цветения верх берет порядок и гармония , цветение упорядоченное единичное или соцветиями по три цветка на каждом цветоносе. Цветы светящегося розового цвета оттененные карминовыми тонами в центре цветка, чашеобразные, старомодной формы , около 12 см в диаметре , густомахровые от 60 до 70 лепестков. Восхищение красотой цветения дополняет сладострастный аромат цветков с нотами старой розы, малины, мирры, аниса или сидра. Цветение повторное, длительное, до осени. Высота куста от 80 до 100 см. Ширина от 60 до 70 см. Листва устойчива к черной пятнистости , очень устойчива к плесени, очень устойчива к ржавчине. Зона USDA с 6b по 9b (по умолчанию). Может использоваться для клумб и бордюров.",Guillot,shraby,yes,shantal-merye
Chantal Thomass,Шанталь Томас,Розовый,сильный,80,70,3,1,,,сильная,сильная,сильная,"                        Цветки изысканные, махровые, в форме старинных роз, маленькие, многочисленные, от бледно-жёлтого до бледно-розового тона. Аромат сильный, анисовый. Кусты высотой 80 см, шириной 50 см. Цветение обильное. Подходит как для одиночных, так и для групповых посадок, а также для контейнеров. Очень хорошо смотрится в массивах. В саду расстояние между кустами - 45 см. ",,shraby,yes,shantal-tomas
,Элизабет Стюарт,Абрикосовый,Слабый,120,100,5,3,8,7,сильная,сильная,сильная,"                        Куст ветвистый, плотный, энергично разрастающийся. Цветки абрикосовые, с оттенками розового, с более светлыми внешними лепестками, густомахровые , более 40 лепестков, чашевидные, слегка квартированные, старинной формы. Размер цветка 7-9 см. Аромат умеренный, розовый с нотками цитрусовых. Цветение повторное, обильное в кистях, волнами в течение сезона. Листья блестящие, тёмно-зелёные, устойчивые к заболеваниям. Высота куста до 120 см, ширина 70 см.                    ","Massad Франция, 2003",shraby,yes,elizabet-styuart
Emilien Guillot,Эмильен Гийо,Оранжевый,средний,100,80,3,1,9,8,сильная,сильная,сильная,"                        Эта роза посвящена одному из наследников династии Guillot, и обладает всеми отличительными чертами созданий Guillot: Ее поразительный, неповторимый цвет совершенно особенно выделяется на фоне темно-зеленой листвы. Цветки чашевидные, достигают 12 см в диаметре. Аромат розового масла, абрикоса и белого перца.",,shraby,yes,emilen-giyo
Alexander MacKenzie,Александр Маккензи,Красный,Слабый ,200,150,10,5,7,5,,средняя,средняя,,,shraby,yes,aleksandr-makkenzi
Amaretto,Амаретто,,,,,,,,,,,,                       ,,shraby,yes,amaretto
Belle de Segosa,Бель де Сегоза,Двухцветный,Сильный,,120,3,1,14,13,средняя,сильная,сильная,,,shraby,yes,bel-de-segoza
,Бисэнтэнер дэ Гийо,Малиновый,Слабый,100,80,3,1,10,8,слабая,сильная,сильная,"                        Роза Бисэнтэнер де Гийо ( Bicentenaire de Guillot ) - шраб селекции Dominique Massad (Франция, 2003) из коллекции "" Generosa Collection"", результат совместной плодотворной работы Guillot-Massad. Эта роза названа в честь 200-летнего существования дома Guillot.  Она образует компактный хорошо разветвленный куст, который цветет крупными цветками с нежным ароматом до самых морозов. Из продолговатых черных бутонов образуются махровые с плотно уложенными лепестками цветы, которые появляются в ярком пурпурно фиолетовом цвете. Размер цветка в среднем 8 см, собраны в большие соцветия, постоянно образуются на кусте. Аромат тонкий, нежный, чайной розы. Сорт энергичного роста, с густой и здоровой листвой, устойчивой к болезням.","Massad Франция, 2003",shraby,yes,bisentener-de-giyo
,Блю Бой,Сиреневый,Слабый,120,70,3,1,8,7,средняя,средняя,средняя," Саженцы роз Блю Бой, имеют цветы розовато-лиловые в форме розетки, около 60 лепестков, диаметр около 7 см, высота растения - до 120 см. Легкий аромат. Цветет обильно, так, что ветки под тяжестью соцветий дуговидно изгибаются. В год посадки нарастает много тонких веточек, со 2-го года превращается в крепкий куст. Хорош для бордюров.     Заказать саженцы роз Блю Бой в Москве можно, нажав кнопку ""в корзину""!  ","Interplant, Нидерланды, 2001",shraby,yes,blyu-boy
,Брауни,Коричневый,Слабый,200,150,5,3,8,6,средняя,средняя,средняя,"                        Оригинального, экзотического цвета шраб или полуплетистая роза высотой 150-180 см и шириной 120см. покоряет цветами необычайного цвета. Цветы с легким ароматом темно-красного с оттенками шоколада и кофейно-светлыми полосками. Каждый лепесток содержит несколько полосок с чередованием темно красных и кремово-коричневатых штрихов, цвет которых меняется от более светлого пепельно-розового до светло-бордового оттенка.  Махровые бархатистые цветы (37 лепестков) разного от среднего до большого размера диаметром от 7 до 10 см собраны в кисти по 3-5 шт. Хорошо выдерживают дождь. Цветение обильное, не раннее, с начала июля. Продолжительное двумя волнами вплоть до заморозков. В перерывах цветения активно наращивает куст. Листва глянцевая, темно-зеленая, рекомендуется профилактика от заболеваний.",Meilland,shraby,yes,brauni
,Вайт Нок Аут,Белый,,,,,,,,,,,,,shraby,yes,vayt-nok-aut
,Делия,Розовый,Слабый,120,100,5,3,12,10,слабая,сильная,сильная," Этот сорт отличается довольно неплохими параметрами. Высота побегов нередко превышает метр, сами цветки довольно крупные, их окрас нежный. Стиль роз можно отнести к старинному. Порадует вас аромат этих цветков - в нем преобладают нотки шиповника. Следует отметить, что розы Delia устойчивы к различным заболеваниям, отлично адаптируются к переменчивым погодным условиям, не боятся заморозков.   ","Massad, Франция",shraby,yes,deliya
,Джеф Л.Артист,Абрикосовый,Очень сильный,,120,3,1,24,13,средняя,сильная,сильная,"                        Сорт розы Jef l'Artiste выведен французским селекционером Домиником Массад (Dominique Massad .  Цветки шаровидной формы с красиво уложенными волнистыми лепестками, абрикосовые, с оранжевым оттенком в центре, с возрастом переходят в светло розовый по краям лепестков. Густомахровые, от 90 до 100 лепестков, крупные, диаметром 13-14 см. Сильный аромат. Цветение повторное. Листва очень устойчивая к заболеваниям. Куст высотой и шириной 120 см. Хорошо смотрится в миксбордерах.","Dominique Massad Франция, 2014",shraby,yes,dzhef-l-artist
,Жорж Данжан,Желтый,Сильный,100,80,3,1,12,10,слабая,сильная,слабая,"                        Желто-оранжевые цветки с розовым краем. Насыщенный ванильно-цитрусовый аромат. Цветки густомахровые, крупные, 11-12 см в диаметре, появляются обычно по одному, квартированные. Первое цветение обильное, затем более слабое. Куст ветвистый, прямостоячий. Листва блестящая, ярко-зеленая. Высота 80-100 см, ширина 40-60 см. Устойчивость к болезням средняя, несколько подвержен черной пятнистости.","Massad Франция, 2005",shraby,yes,zhorzh-danzhan
,Зоннершим,Желтый,Слабый,75,60,5,3,7,6,слабая,сильная,сильная,"                        Сорт Зонненширм ( Sonnenschirm) выведен в Германии Ханс Юрген Эверс (Hans Jürgen Evers ) . Роза популярна во всем мире, особенно любима в Южной Европе.  Одни относят ее к группе Флорибунда, другие к гибриду Rosa rugosa или Современный шраб. На самом деле является успешным ландшафтным кустарником, благодаря своим гибким длинным ветвям, которые простираются более чем на полтора метра используется как почвопокровная роза. Куст с охристо-жёлтыми бутонами и многочисленными лимонно-жёлтыми, махровыми цветами с заметными темными тычинками. Цветки чашевидной формы 25-33 лепестков, в полном роспуске диаметром около 7 см, при отцветании становятся желто кремовыми, самоочищаются. Аромат лёгкий. Цветение практически непрерывное весь сезон, соцветиями до 5 шт. Куст раскидистый, больше разрастается в ширигу, высотой 50-90 см и шириной от 50 до 150 см. Листва яркая, крупная, зеленая с оливковым отенком, блестящая. Тепло-и засухоустойчивое растение, цветущее постоянными повторными волнами в саду в течение всего вегетативного периода.",Evers Германия,shraby,yes,zonnershim
,Кардинал дэ Ришелье,Фиолетовый,Слабый,175,150,3,1,6,5,слабая,средняя,средняя,"                        Действительно пурпурная роза! Одна из самых обильно цветущих галльских роз. Лепестки заворачиваются внутрь, показывая светлую изнанку. Цветки раскрываются бархатисто-темно-красными, постепенно становятся насыщенно-пурпурными, с более светлыми тонами или розовым оттенком с оборотной стороны лепестков, и белыми потеками у основания.Эта изумительная роза цветет только один раз за сезон, ранним летом, но пока она цветет, вы будете наслаждаться великолепными цветками и роскошной листвой. Побеги тонкие, дуговидно поникающие, почти без шипов. Аромат необычный, почти перечный, легкий, но заметный.                    ",Parmentier Бельгия,shraby,yes,kardinal-de-rishele
Cardinal Hume,Кардинал Хьюм,Малиновый,Слабый,150,120,10,5,7,6,средняя,средняя,слабая,"                        Одна из радостей кустарниковых роз - это индивидуальность сортов. Кардинал Хьюм имеет цвет от ярко-красного до фиолетового и обладает необычным мускусным ароматом. Диаметр цветка 6-7 см, в соцветиях содержится до 7 цветков. Цветение обильное, повторное. Куст широко разрастается и имеет большое количество листьев. Листья серовато-зелёные, что придает впечатляющий контраст с богато окрашенными цветками. Сорт хорошо подходит для заполнения больших пространств в саду.","Harkness, Великобритания, 1984",shraby,yes,Cardinal%20Hume
Credit Mutuel,Кредит Матюэль,Красный,Средний,100,80,5,3,12,10,средняя,средняя,средняя,,,shraby,yes,kredit-matyuel-
,Ладюрэ,Розовый,,90,80,5,3,10,8,средняя,слабая,слабая,"                        Глубокий клубнично-розовый цвет. Сильный аромат с нотами цитрусовых, малины и ванили. Цветки от среднего до большого, махровые , чашевидные,ностальгической формы. Ветви несут главным образом одиночные цветки. Цветет в течение всего сезона.Высота от 80 до 100 см.","Dominique Massad Франция, 2009",shraby,yes,ladyure
,Луи Франсья,Двухцветный,Слабый,80,60,3,1,12,10,сильная,сильная,сильная,"                        Louis Francia – компактный шраб селекции Доминика Моссада (Франция, 2013) с изысканными эффектными, неповторимой формы цветками с причудливо выложенными лепестками. Цветы биколор, пурпур и золото на оборотной стороне лепестка. Бархатные лепестки разворачиваются необычными завитками вокруг пучка золотистых тычинок, показывая золотистую подложку. Цветы крупные (10-12 см в диаметре), махровые (40-45 лепестков). Роза цветёт обильно, повторно, с небольшими перерывами до морозов одиночными цветками или небольшими соцветиями. Аромат лёгкий, нежный. Куст невысокий и раскидистый, высотой до 60 см, шириной до 70 см. Листва густая, насыщенно-зеленая, среднего размера. Сорт высоко устойчив к заболеваниям.                    ","Massad, Франция, 2013",shraby,yes,lui-fransya
Marie Curie,Мари Кюри,Лососевые,Слабый,90,70,10,5,9,8,слабая,средняя,средняя,"                        Роза с цветками красивой и необычной формы, с волнистыми, словно вспененными, лепестками и практически непрерывным цветением. Цветок (диаметр 7-9 см) в абрикосово-розовых тонах, по мере выгорания его центр становится сначала золотистым, а затем и телесно-кремовым, но внешние лепестки остаются всё такими же розовыми. Цветки собраны в кисти по 5-15 штук. В аромате сильны нотки гвоздики. Листва густая, тёмно-зелёная. Устойчивость к болезням высокая.   Заказать саженцы роз  Мари Кюри в Москве можно, нажав кнопку ""в корзину""!                    ","Meilland, Франция, 1996",shraby,yes,Marie-Curie
