title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
,Викториан Классик,Розовый,Средний,70,50,5,3,8,6,сильная,сильная,сильная,"                        У пионовидной розы большие бутоны с чарующим запахом и «рваные» лепестки, при этом каждый лепесток окрашен по принципу «омбре» (от темной середины до светлого края). Количество лепестков может насчитываться от сотни до нескольких тысяч в одном бутоне. Поэтому пионовидная роза выглядит очень пышной, а на ощупь она бархатная. Пионовидные розы хорошо выглядят в моно-композиции, а также в сборных букетах.",,miniatyurnie_cprei_rozi,yes,viktorian-klassik
Green Diamond,Грин Даймонд,Зеленый,,,,,,,,,,,                       ,,miniatyurnie_cprei_rozi,yes,grin-daymond
,Грин Пинк,Зеленый,Слабый,80,60,10,5,,5,сильная,сильная,сильная,"                        Необычность сорта заключается в уникальной окраске цветов. Цветки с пышным округлым бутоном нежно-розового оттенка с зелеными внешними лепестками. Цветки густомахровые, появляются в соцветиях по 5-8 шт. Лепестки плотные с гофрированными краешками лепестков. Легкий аромат. Цветение продолжительное до морозов. Высота куста 80 см. Новинка среди срезочных спрей-роз, но также великолепно подойдет для украшения Вашего сада.",,miniatyurnie_cprei_rozi,yes,grin-pink
Dolce Summerhouse,Дольче Саммерхаус,Розовый,Слабый,80,60,10,5,9,6,сильная,сильная,сильная,"Роза Дольче Саммерхаус дополняется живыми боковыми побегами, придающими ей уникальный характер. Он вызывает радость и романтику, в благоухающий летний день. Обладает восхитительным ароматом. Заказать саженцы роз Дольче Саммерхаус (Dolce Summerhouse) в Москве можно, нажав кнопку ""в корзину""! ",Нидерланды,miniatyurnie_cprei_rozi,yes,dolche-sammerkhaus
Gisella,Жизель,Розовый,Слабый ,,70,10,5,7,6,сильная,сильная,сильная,,Нидерланды,miniatyurnie_cprei_rozi,yes,zhizel
Zadique,Зодиак,,,,,,,,,,,,                       ,,miniatyurnie_cprei_rozi,yes,zodiak
Coral Yo-Yo,Корал Йо-Йо,,,,,,,,,,,,                       ,,miniatyurnie_cprei_rozi,yes,koral-yo-yo
,Кэнди Флоу,Розовый,Слабый,70,60,5,3,7,5,сильная,сильная,сильная,,,miniatyurnie_cprei_rozi,yes,kendi-flou
Lavender Bubbles,Лавандер Бабблз,Сиреневый,Слабый ,70,60,10,5,6,4,Слабая ,сильная,сильная,                        ,,miniatyurnie_cprei_rozi,yes,lavander-babblz
Lovely Yo-yo,Лавли Йо-Йо,,Слабый,70,50,5,3,8,7,сильная,сильная,сильная,                        ,,miniatyurnie_cprei_rozi,yes,lavli-yo-yo
Lady Bombastic,Леди бомбастик,Розовый,средний,,60,10,5,6,4,средняя,средняя,средняя," Lady Bombastic невысокий, доходящий до 60 см кустик, увенчанный большим количеством маленьких цветков — это роза  Леди Бомбастик. Ее потрясающие пышные бутончики, напоминающие тугие шарики, имеют светлый кремовый цвет с мягким розовым оттенком. Эффектно раскрываясь, они превращаются в изумительные объемные розы. Они используются в букетах целыми ветками, где одновременно цветет сразу несколько. Дополнительным преимуществом этого вида роз являются редко встречающиеся на стеблях шипы. ",,miniatyurnie_cprei_rozi,yes,ledi-bombastik
Liana,Лиана,Малиновый,Слабый ,80,60,10,5,6,4,сильная,сильная,сильная,,,miniatyurnie_cprei_rozi,yes,liana
Lorena Summerhouse,Лорена Саммерхаус,Розовый,Слабый,80,60,5,3,8,6,сильная,сильная,сильная,"                        Бело-розовые облака в Вашем саду в любую погоду! Бутоны светло-желтые с нотами розового и абрикосового тонов раскрываются в шикарные квартированные цветки с ностальгическим оттенком. Листья темно-зеленые, глянцевые. Благодаря высокой устойчивости к болезням не требует сложного ухода и подойдет даже новичкам-розоводам. Реальная устойчивость к дождю позволяет любоваться невымокающими бутонами и в дождливый сезон.",Нидерланды,miniatyurnie_cprei_rozi,yes,lorena-sammerkhaus
Maroon,Марун,Красный,Слабый,80,60,15,10,8,6,средняя,сильная,сильная,"                        Шикарная роза премиум класса темно-красного цвета зацветает по 10-15 бутонов на ветке. Листья темно-зеленые, глянцевые.",Нидерланды,miniatyurnie_cprei_rozi,yes,marun
Mimi Eden,Мими Эден,Двухцветный,слабый,85,55,10,5,4,3,средняя,средняя,средняя,"                        Цветки махровые, двухцветные, глубоко розовый на внутренних лепестках и бледно-розового цвета или слоновой кости на внешних лепестках. От 27 до 40 лепестков. Появляются в больших кистях, чашевидные. Цветет в течение всего сезона. Куст почти или совсем без шипов. Листва средняя, полу-глянцевая, темно-зеленая. Высота от 55 до 85 см. Ширина от 90 до 110 см. Может быть использован для бордюров, контейнеров, срезки или в саду.","Meilland, Франция",miniatyurnie_cprei_rozi,yes,mimi-eden
Miss Bombastic,Мисс Бомбастик,Белый,,,,,,,,,,,,,miniatyurnie_cprei_rozi,yes,miss-bombastik
,Мисти Бабблз,Сиреневый,,,,,,,,,,,,,miniatyurnie_cprei_rozi,yes,misti-babls
Mansfield Pink Park,Мэнсфилд Пинк Парк,Розовый,Слабый,80,60,5,3,8,6,средняя,сильная,сильная,"                        Приятный сюрприз, этот спонтанный мутант был обнаружен среди урожая парка Мэнсфилд. Эта сладкая вата розового цвета - настоящее удовольствие. Ее старшая сестра - бледно-розовая версия, но с обеими легко работать благодаря их немного меньшему размеру.",Нидерланды,miniatyurnie_cprei_rozi,yes,mensfild-pink-park
,Павлова,Зеленый,Легкий,80,60,7,5,6,4,сильная,сильная,сильная,                        Не стоит путать этот сорт спрей розы с чайно- гибридной Анна Павлова. Это  невысокий кустарник 60 см и шириной 40 см обильноцветущий весь сезон. Цветы достигают 4-5 см в диаметре.Расцветка у них от нежно салатового до розово- лилового цвета. В кистях собраны от 5 до 7 бутонов.,,miniatyurnie_cprei_rozi,yes,pavlova
Pink Bijoux,Пинк Бижу,Розовый,,,,,,,,,,,,,miniatyurnie_cprei_rozi,yes,pink-bizhu
,Пинк Лейс,Розовый,Слабый,80,60,5,3,6,4,средняя,сильная,сильная,,,miniatyurnie_cprei_rozi,yes,pink-leys
Porcelain Lace,Порселейн Лейс,,Слабый ,80,60,5,3,6,4,сильная,сильная,сильная,                        ,,miniatyurnie_cprei_rozi,yes,porseleyn-leys
Red Lace,Ред Лейс,Красный,Слабый ,80,60,10,5,8,6,сильная,сильная,сильная,                        ,,miniatyurnie_cprei_rozi,yes,red-leys
,Сан Сити,Желтый,слабый,,40,,1,6,5,средняя,средняя,средняя,"Саженцы роз Сан Сити уже многие годы становятся фаворитами розоводов благодаря своей универсальности: их можно выращивать как балконные розы, украшать клумбы и розарии, а также срезать и составлять миниатюрные милые букетики!  Высота куста у роз этого сорта примерно 40-60 см, растение радует своим непрерывным цветением. На одной ветке может распуститься до 10 цветков. Бутоны источают тонкий фруктовый аромат, лепестки из желтоватых обычно выгорают, становясь почти белыми. Саженцы имеют хорошую устойчивость к заболеваниям, хорошо переносят зиму, а также дождливую погоду.            ",,miniatyurnie_cprei_rozi,yes,can-citi
Sahara Sensation,Сахара Сенсейшн,,,,,,,,,,,,,,miniatyurnie_cprei_rozi,yes,sakhara-senseyshn
Sweet Catalina,Свит Каталина,Розовый,Слабый,80,60,5,3,9,7,средняя,сильная,сильная,                        ,,miniatyurnie_cprei_rozi,yes,svit-katalina
Sweet Stars,Свит Старс,Двухцветный,Слабый ,90,60,10,5,4,3,сильная,сильная,сильная,                        ,,miniatyurnie_cprei_rozi,yes,svit-stars
Tamango,Таманго,Красный,Средний,,60,5,3,8,7,средняя,средняя,слабая," Красно-малиновые бутоны саженцев Таманго заставляют успокоиться, остановиться и насладиться своей томной красотой. Бархатистые цветки с мягким ароматом благородно покрывают садовый участок. Бутоны состоят приблизительно из 35 лепестков, формируются в большие соцветия на среднем, хорошо разветвленном кусте со средне-зеленой, глянцевой листвой. Размер цветка так же не может не порадовать - при полном роспуске это около 7 см! Несмотря на все преимущества, роза требует к себе повышенного внимания, так как имеет несильную устойчивость к черной пятнистости. Однако при постоянном и бережном уходе цветок будет радовать глаз не один сезон!",,miniatyurnie_cprei_rozi,yes,tamango-tamango
Chococcino,Чокочино,Коричневый,слабый,,60,5,3,,8,средняя,сильная,сильная," Мелкие многочисленные цветки, собранные в кисти, напоминают одиночные букетики или брызги.Бутоны розы Chococcino окрашены в насыщенный темно-оранжевый цвет, с преобладающими нотками коричневого в окраске. Заостренные кончики украшают изящные лепестки цветка. Полностью распустившись, цветовая гамма сердцевины может демонстрировать желтый оттенок. Количество бутонов на одном побеге достигает 5 штук, в диаметре цветок вырастает до 3-5 см.Сорт Чокочино достигает в высоту 60-70 см, при ширине в 40-50 см. Листва у кустарника средне-зеленая, глянцевая. Цветок относится к повторноцветущим. Особый эффект достигается при групповых посадках от 3х до 5ти кустов, а то и больше. Легкий аромат соцветий служит приятным дополнением к и без того шикарной розе.Заказать саженцы роз Chococcino в Москве можно, нажав кнопку ""в корзину""! ",,miniatyurnie_cprei_rozi,yes,chokochino
Lavender Meillandina,Лавендер Мейландина,Сиреневый,слабый,50,40,3,1,5,4,слабая,сильная,сильная,"Лавендер Мейландина -миниатюрная сиренево-лиловая роза. Слабый аромат. Цветки крупные, махровые (26-40 лепестков), с аккуратно сложенными лепестками, появляются в небольших кистях. Цветет в течение всего сезона. Листва средняя, средне-зеленая, густая, плотная.  Высота от 40 до 50 см. Может выращиваться в контейнерной культуре",,miniatyurnie_cprei_rozi,yes,lavander%20meilandina
Arrow Folies,Арроу Фолиес,Полосатые,слабый,70,60,10,5,6,4,сильная,средняя,средняя,"Саженцы Арроу Фолиес завораживают своим невероятным цветением, отлично подойдут для массовой посадки. Высота куста достигает примерно 60 см, более-менее крупные бутоны в диаметре раскрываются до 5 см, даря своему обладателю потрясающую картину: цвет лепестков насыщенно-розовый (местами красный) с небольшими белыми штрихами. Растение с завидной стойкостью переносит дождливую погоду, а также прекрасно справляется с болезнями. Бутоны издают слабый аромат, как правило, собираются в соцветия до 10 штук.",,miniatyurnie_cprei_rozi,yes,arrou-foliec
Baby Orange,Бейби Оранж,Оранжевый,,,,,,,,,,,,,miniatyurnie_cprei_rozi,yes,beybi-oranzh
,Блоссом Бабблз,Сиреневый,Слабый,80,60,10,5,8,7,сильная,средняя,средняя,"                        Нежная и загадочная кустовая роза Блоссом Бабблз обладает притягательным сиреневым оттенком. Крупные шарообразные бутоны розы удивительно хороши и будто бы пропитаны особой прохладной свежестью. Монобукет из веток кустовой розы Блоссом Бабблз способен покорить сердце искушенной красавицы. В сборных букетах роза эффектно смотрится в сочетании с любыми цветами, особенно интересно дополняя сиреневые и фиолетовые комбинации. ",,miniatyurnie_cprei_rozi,yes,blossom-babblz
Border King,Бордер Кинг,Красный,Средний,60,50,15,10,6,4,средняя,слабая,средняя," Маленькие красные полумахровые цветки саженцев роз Бордер Кинг появляются в небольших соцветиях в течение всего сезона.  Одна из наиболее красивых миниатюрных роз была выведена в Нидерландах. Некрупные лепестки имеют яркую красную окраску. Аромат приятный. Куст не отличается особой высотой, обычно бывает с мелкой зеленой листвой. Сорт цветет долгое время, неоднократно, крупными соцветиями, по 10-15 цветков. Отлично подходит для выращивания на газонах, создания живописных бордюров, украшения обочин дорог. Несмотря на то, что размер цветка достаточно небольшой, куст бросается в глаза ярким пятном даже с больших расстояний. Стебли этой розы имеют свойство быстро образовывать собственные корни при правильном углублении корневой шейки. Роза хорошо укоренятся черенками. ",,miniatyurnie_cprei_rozi,yes,border-king-border-king
Wild Radish,Вайлд Редиш,Двухцветный,,70,50,10,5,4,3,высокая,высокая,высокая,                       ,,miniatyurnie_cprei_rozi,yes,vayld-redish
,Вайт Морсдаг,Белый,,,,,,,,,,,,,miniatyurnie_cprei_rozi,yes,vayt-morsdag
Vanilla Lace,Ванила Лейс,Кремовые,Слабый ,70,60,10,5,7,6,средняя,сильная,сильная,                        ,,miniatyurnie_cprei_rozi,yes,vanila-leys
Green Ice,Грин Айс,,,,,,,,,,,," Бутоны этой симпатичной миниатюрной розы розового цвета, и цветок в начале цветения также имеет розовые наружные лепестки. Однако, по мере распускания, цветок становится белым, и приобретает зеленый оттенок. Эффектный цвет проявляется лучше всего при выращивании в полутени. Цветки плоские, густомахровые, в старинном стиле. Они имеют форму розетки, с зеленой пуговкой в центре. Цветки появляются в небольших кистях, как правило по 3-7 шт, и отлично сочетаются с темно-зеленой блестящей листвой. Растение устойчиво к заболеваниям, цветет обильно, куст раскидистый. Свежая зелено-белая комбинация, которая выглядит прохладно даже в жаркий летний день! Эта миниатюрная роза цветет махровыми розетками с волнистыми лепестками около 2,5 см в диаметре, вначале белыми, а позднее нежно-зелеными. Цветки появляются в крупных кистях, так что в одной и той же кисти встречаются как белые, так и зеленые цветки. Обильно цветет ранним летом с последующими хорошими повторными волнами летом и осенью. Листва густая, темно-зеленая. Куст ветвистый, раскидистый, достигает 30-60 см в высоту и ширину. Эта компактная, легкая в уходе роза подойдет для переднего плана бордера, для обрамления дорожки, посадки на краю склона или в контейнере. Обрывание отцветших цветков стимулирует повторное цветение. Устойчивость к болезням отличная.   ",,miniatyurnie_cprei_rozi,yes,grin-aic-green-ice
Green Glow,Грин Глоу,Зеленый,слабый,60,50,7,3,,,средняя,средняя,средняя,,,miniatyurnie_cprei_rozi,yes,grin-glou
,Золотые купола,Желтый,средний,70,60,7,3,6,4,хорошая,высокая,высокая,,"Harkness, Великобритания,1988",miniatyurnie_cprei_rozi,yes,zolotye-kupola
,Карина,,слабый,60,50,15,10,,3,средняя,средняя,слабая,"                        Маленькие и дерзкие бутончики саженцев роз Карина станут прекрасной ""вишенкой на торте""! Невысокие кусты (около 50 см) радуют красивыми фиолетовыми бутонами (по 3 см в диаметре). Цветочки собираются в соцветия до 10-15 шт. Благодаря такому количеству, сорт неплохо смотрится в срезке, а также подходит для посадки в горшках. Роза хорошо переносит влажную погоду, однако следует внимательно следить за листвой - растение уязвимо в случае, если столкнется с черной пятнистотью. Этот факт не должен смутить опытного и заботливого садовода.",,miniatyurnie_cprei_rozi,yes,karina
,Картун,Зеленый,Слабый,120,100,5,3,8,6,средняя,сильная,сильная," Цветки некрупные густомахровые интересной зеленой окраски с розовой каймой по краю волнистых лепестков.Цветки собраны в крупные соцветия. Устойчивость к болезням и зимостойкость высокая. Куст Cartoon достигает в высоту 80 см, а диаметром 80 см. Повторноцветущий сорт. ",Нидерланды,miniatyurnie_cprei_rozi,yes,kartun
konfetti,Конфетти,Двухцветный,слабый,90,70,8,5,5,3,средняя,средняя,средняя,"                        Это достойный сорт розы, чтобы завести её на своём участке. Из общих характеристик можно выделить хорошую зимостойкость и приживаемость, показатели устойчивости к болезням средние. Зато цветение продолжается всё лето, обильное и красочное, благодаря большому количеству бутонов. Аромат розы Конфетти совсем лёгкий, но приятный. Сорт хорош как в групповой, так и одиночной посадке. Объёмная шапка из небольших по 3-5 см цветов полностью скроет зелень, заменив её бело-розовыми бутонами.",,miniatyurnie_cprei_rozi,yes,konfetti
Coral Bubbles,Коралл Бабблз,Оранжевый,Слабый ,80,60,10,5,7,5,сильная,сильная,сильная,,,miniatyurnie_cprei_rozi,yes,korall-babblz-
Lavender Jewel,Лавендер Джувел,Сиреневый,Слабый,50,30,10,5,4,3,сильная,сильная,сильная,"Lavender Jewel самая красивая миниатюрная роза сиреневого цвета, и к тому же превосходно подходящая для сада. Необыкновенно красиво распускаются бутоны: в самом начале они классической чайно-гибридной формы, потом разворачиваются в плоскую розетку, но долго держат высокий центр. Цветет практически непрерывно, и прекрасно сочетается с другими растениями пастельных тонов. Цветки привлекательные, обычно в кистях (по 3-7 шт), иногда по одному. Вначале они имеют форму чайно-гибридной розы, но раскрывшись похожи на миниатюрную флорибунду. Цвет красивый, чистый, лавандовый, с оттенками сиреневого и лилового. После того, как цветки раскроются, они начинают выгорать до очень бледного фиалкового цвета по краям. Куст Lavender jewel очень сильный, аккуратный и компактный в холодном климате, и гораздо более раскидистый в жарких условиях. Листья устойчивы к заболеваниям.","Moore США, 1978 ",miniatyurnie_cprei_rozi,yes,lavender-dzhuvel
,Лавендер Лэйс,Сиреневый,Слабый,60,40,5,3,8,7,средняя,сильная,сильная,"                        «Лавандовое кружево» — одно название этой розы уже способно привлечь к ней внимание. Интересен её пионовидный бутон, интересны лепестки в этих бутонах с как бы нарочито небрежными, слегка «мятыми» краями. Интересен, конечно же, её цвет — розово-фиолетовый, «лавандовый». Цветки густомахровые, лепестки плотные с гофрированными краешками лепестковБутоны по мере распускания меняют цвет от светло-зеленых травяных оттенков до молочно-белых с зеленоватыми и розоватыми рефлексами. Раскрываясь, розы приобретают нежно розовый цвет, их лепестки кажутся припорошенными тончайшей серебряной пылью.                    ",,miniatyurnie_cprei_rozi,yes,lavender-leys
Lovely Lydia,Лавли Лидия,Розовый,Средний,70,60,10,5,4,3,средняя,средняя,средняя," Многие называют сорт саженцев роз  Лавли Лидия образцом спрей-розы.    Небольшой куст во время цветения почти скрывается под аккуратными букетиками небольших цветков идеальной формы. Чрезвычайно эффектны переливы цвета от ярко-розового, почти малинового, до кремово-розового. При полном роспуске цветки показывают тёмную середину. Цветение очень обильное, продолжительное, почти непрерывное. Роза хорошо переносит холод, среднеустойчива к болезням. Может выращиваться как срезочная или садовая, в последнем случае - желательно выращивать на переднем плане. ",,miniatyurnie_cprei_rozi,yes,lidiya-lovely-lydia
Lydia,Лидия,Розовый,слабый,60,50,10,5,6,3,сильная,сильная,слабая,"                        Эта спрей-роза изначально предназначалась для выращивания в теплицах. Но она прекрасно растет в открытом грунте, конечно при укрытии на зиму. Огромные, по количеству, соцветия-букеты светло-розового, а в прохладную погоду более насыщенного розового цвета, зацветают одними изпервых и цветут до самой осени.",,miniatyurnie_cprei_rozi,yes,lidiya
,Мадам бомбастик,Розовый,слабый,70,60,10,5,6,4,средняя,средняя,средняя,"Lady Bombastic невысокий, доходящий до 60 см кустик, увенчанный большим количеством маленьких цветков — это роза  Леди Бомбастик. Ее потрясающие пышные бутончики, напоминающие тугие шарики, имеют светлый кремовый цвет с мягким розовым оттенком. Эффектно раскрываясь, они превращаются в изумительные объемные розы. Они используются в букетах целыми ветками, где одновременно цветет сразу несколько. Дополнительным преимуществом этого вида роз являются редко встречающиеся на стеблях шипы. ",,miniatyurnie_cprei_rozi,yes,madam-bombastik
Macarena,Макарена,,,,,,,,,,,,"Миниатюрная роза Макарена была выведена в Нидерландах, сорт отлично подойдет для ""домашнего"" выращивания прямо в горшках! Высота куста этой красавицы всего 20-40 см, количество цветков на  стебле достигает 5-7 шт, бутоны диметром 2-4 см, цвет розовато-абрикосовый. Растение цветет весь сезон, радуя легким, нежным ароматом. Кусты формируются аккуратные с темно-зеленой листвой.         ",,miniatyurnie_cprei_rozi,yes,makarena
Morsdag Orange,Морсдаг Оранж,,слабый,50,30,5,3,5,3,сильная,сильная,сильная,"                        Интереснейшая роза Морсдаг Оранж несомненно привлекает внимание, заставляя тщательнее к себе присмотреться. Оранжевые бутоны этого милого саженца распускаются на побегах, которые в высоту достигают всего 40-50 см! Цветки распускаются скромно - по 3-5 штук на одном побеге, источают еле уловимый аромат и цветут на протяжении всего сезона. Растение имеет отличную устойчивость к мучнистой росе, черной пятнистости и дождю.",,miniatyurnie_cprei_rozi,yes,Morsdag%20Orang
Mansfield Park,Мэнсфилд парк,Двухцветный,Слабый ,70,60,5,3,10,8,средняя,сильная,сильная,,Нидерланды,miniatyurnie_cprei_rozi,yes,mensfild-park
,Оранж Джувел,Оранжевый,Слабый,50,30,10,5,4,3,сильная,сильная,слабая," Цветки ярко-оранжево-красные, чашевидные, с рыхлым расположением заостренных лепестков, душистые, густомахровые - 26-40 лепестков, одиночные и в соцветиях, в полном роспуске показывают серединку с желтыми тычинками. Листья темно-зеленые, блестящие, кожистые. Кусты слегка раскидистые, с прочными цветоносами. Цветет обильно, почти непрерывно. Цветки дождем не поражаются, самоочищающиеся. ",Kordes Германия,miniatyurnie_cprei_rozi,yes,alaya-sprey
,Оранжевый Спрей,,,,,,,,,,,,"Цветки саженцев роз Оранжевый Спрей похожи на миниатюрные георгины. Растения имеют завораживающий оттенок лепестков - это смесь малинового и розового, лососевого и оранжевого, центр цветка, как правило, более светлый, по краям лепестки приобретают оттенок потемнее. Оборотная сторона лепестков по цвету близка к желтым тонам. Бутоны распускаются по одному или сразу по несколько, гармонично смотрятся с темной мелкой блестящей листвой. Бутоны источают легкий аромат. Саженцы этого сорта обладают хорошей устойчивостью к заболеваниям.",,miniatyurnie_cprei_rozi,yes,mandarin-mandarin
,Пепита,Розовый,Слабый,50,30,5,3,6,4,сильная,сильная,сильная,"                        Миниатюрная роза с устойчивой к болезням листвой и обильным цветением ярко-розовых сильномахровых цветков диаметром в бутоне 1-3 см и 3-5 см в полном роспуске. Высота вертикально растущего пушистого кустика 30 - 60 см, ширина 40 см. Листва мелкая, тёмно-зеленая, плотная, очень глянцевая. Имеет хорошую зимостойкость.                    ","Kordes, Германия, 2004",miniatyurnie_cprei_rozi,yes,pepita
Perla de Alcanada,Перла де Альканада,Малиновый,слабый,30,15,5,3,5,3,средняя,сильная,сильная,"Саженцы роз Перла де Альканада заставляют остановить на себе взоры. Бутоны у растения розетковидной формы, обладают ярким, насыщенным розовым цветом. В одном цветке умещается около 10-18 лепестков, в диаметре бутоны 3-5 см. Розочки источают легкий аромат, цветут непрерывно в течение всего сезона. Куст занимает не так много места (20*40 см), листья миниатюрные, глянцевые. Особенностью данного сорта является его морозостойкость, а также повышенная устойчивость к жаре.",,miniatyurnie_cprei_rozi,yes,perla-de-alkanada
,Пурпл Иришка,,Слабый,60,40,5,3,6,4,сильная,сильная,средняя,"                         Купить саженцы роз Пёрпл Иришка (3D) в Москве можно, нажав кнопку ""в корзину""! ",,miniatyurnie_cprei_rozi,yes,pyerpl-irishka
,Ред Сенсейшен,Красный,Слабый,60,40,10,5,5,4,средняя,сильная,сильная,                       ,,miniatyurnie_cprei_rozi,yes,red-senseyshen
Rozovyy Sprey,Розовый Спрей,Розовый,слабый,60,50,10,5,5,3,средняя,средняя,средняя,"Саженцы Розовый Спрей уникальны в своем роде, очень трудно будет найти похожую миниатюрную розу. Лепестки по мере роспуска имеют свойство выгорать: поначалу это яркий розовый цвет, позже он становится светлее. Цветение у данного сорта очень обильное, что не может не радовать садоводов! Когда цветочки распускаются, их становится так много, что порой ветвей и стеблей бывает вовсе не видно. Аромат бутоны источают слабый, еле уловимый. Саженцы этого сорта обладают хорошей устойчивостью к заболеваниям, а также неплохо переносят дождливую погоду.",,miniatyurnie_cprei_rozi,yes,rozovyy-sprey
Rubyella,Рубелла,Двухцветный,слабый,70,60,15,7,5,4,средняя,средняя,сильная,                       ,,miniatyurnie_cprei_rozi,yes,rubella
Ruby Bijoux,Руби Бижу,Малиновый,Средний,70,60,10,5,6,4,средняя,сильная,сильная,                        ,,miniatyurnie_cprei_rozi,yes,rubi-bizhu-
,Руби Стар,Малиновый,Средний,70,50,7,3,6,4,средняя,сильная,сильная,"                        Роза Руби Стар. Насыщенно рубиновая роза с белой изнанкой бархатных лепестков, красивая бокаловидная форма цветка, обильное и непрерывное цветение с мягким ароматом делает эту миниатюрную розу спрей очень популярной.  Высота куста 50-70 см, ширина до 60 см, диаметр цветка 4-5 см, на одной ветке до 15 цветков, которые распускаются постепенно.",,miniatyurnie_cprei_rozi,yes,rubi-star
,Руно Клюссо,,,,,,,,,,,,                       ,,miniatyurnie_cprei_rozi,yes,runo-klyucco
Silver Shadow,Сильвер Шедоу,,Слабый ,70,60,15,10,4,3,сильная,сильная,сильная,                        ,,miniatyurnie_cprei_rozi,yes,silver-shedou
