title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
Patte de Velours,Пат Де Велюр,Розовый,слабый,80,60,10,5,6,5,слабая,сильная,сильная,"Роза Пат де Велюр порадует обильным цветением, особенно тех, кто любит двухцветные розы. Некрупные кремовые цветки окантованы нежной красной кромкой, которая в солнечную погоду расширяется и становится интенсивней. Этот сорт может войти в серию редкостей среди садовых роз, потому что не имеет шипов. По этому признаку он желателен в бордюрах на «бойком месте», поскольку безопасен даже для детских рук. Этот сорт можно обрезать периодически, если нет нужды в строгом контроле контура посадок.",,pochvopokrovnie_rozi,yes,Patte%20de%20Velours
,Пёрпл Рейн,Малиновый,Слабый,,50,10,5,5,4,сильная,сильная,сильная,"                        Цветки густомахровые (65-70 лепестков), яркие розово-лиловые, со временем выгорают и меняют цвет на светло-сиреневые оттенки. Цветение в кистях. Аромат лёгкий. Цветение повторное, в течение всего сезона. Листва зелёная, мелкая, устойчивая к болезням.                    ","Kordes Германия, 2009",pochvopokrovnie_rozi,yes,pyerpl-reyn
,Перпл Хейз,Малиновый,Слабый,70,60,5,3,6,5,средняя,сильная,сильная,"                        Цветки немахровые, красивого пурпурного цвета, примерно 6 см в диаметре, с контрастными жёлтыми тычинками. Цветение обильное, повторное, почти непрерывное. Куст невысокий, обильно ветвящийся, в первый год растёт вертикально, но затем становится всё более распростёртым. Листва сильно блестящая, тёмно-зелёная.                    ",Evers Германия,pochvopokrovnie_rozi,yes,perpl-kheyz
Sunny Rose,Санни роуз,Желтый,слабый,,60,5,3,4,3,слабая,сильная,сильная,"                        Выносливая низкорослая роза, чудесное дополнение в желтых тонах для любого сада. Цветки светло-желтые, выгорают до кремовых, махровые, в кистях. Листва мелкая, темно-зеленая, густая и блестящая. Куст сильно разрастается. Сертифицирована по системе ADR в 2004 г.",,pochvopokrovnie_rozi,yes,sanni-rouz
,Свит Хейз,Розовый,Слабый,60,50,10,5,5,4,сильная,сильная,сильная,"                        Сорт с крупными шапками соцветий простых цветов разного сиренево розового оттенка с выраженными золотисто коричневыми тычинками, самоочищающаяся с невероятно обильным цветением на фоне серебристо-зеленой, глянцевой листвы. Роскошная отличная почвопокровная роза, высотой от 50 до 70 см идеально подходит для массовой посадки, вдоль дорожек, а также в смешанных посадках, особенно с цветущими кустарниками.","Evers Германия, 1997",pochvopokrovnie_rozi,yes,svit-kheyz
,Скарлет Мейяндекор,Красный,Слабый,140,90,10,5,4,3,средняя,сильная,сильная," Здоровье, сила роста, способность к адаптации и выносливость являются отличительными свойствами этого сорта. Цветки мелкие, ярко красные, с волнистыми лепестками. Куст фонтанообразный, побеги часто поникают под тяжестью цветков, округлой формы. Цветки не осыпаются, а засыхают прямо на кусте. Эта роза не нуждается в обрезке, хотя аккуратисты возможно захотят обрезать отцветшие цветки. Листва темная, блестящая, устойчивая к болезням. Цветет непрерывно все лето и осень.",,pochvopokrovnie_rozi,yes,skarlet-meyyandekor
,Тоскана,Красный,Слабый,60,50,10,5,3,2,сильная,сильная,сильная,"                        Почтовопокровная роза из коллекции Rigo-Roses. Цветки клубнично-красные, некрупные, густомахровые, в кистях, очень устойчивы к дождю. Аромата нет. Высота растения - 30-60 см, ширина - 60 см. Куст широкий, ветвистый, равномерно расстилающий в ширину и высоту. Листва тёмно-зелёная, блестящая, мелкая, с высокой устойчивостью к заболеваниям.","Kordes Германия, 1999",pochvopokrovnie_rozi,yes,toskana
The Fairy,Фейрри,,,,,,,,,,,,"Саженцы сорта Фейрри можно по праву назвать самыми популярными среди почвопокровных роз. Приобретая этот сорт, Вы получите нежно-розовые небольшие цветочки, которые собираются в кисти по 5-10 штук. Летом в сильную жару цвет становится бледнее, но не перестает быть от этого менее привлекательным. Очень часто растению находят применение в качестве живой изгороди, а также для оформления, например, беседки. Растение признано непрерывноцветущим, бутоны издают легкий аромат, игриво и небрежно сочетаются с мелкой зеленой листвой.",,pochvopokrovnie_rozi,yes,feirri-the-fairy
,Хотлайн,Розовый,Слабый,90,70,10,5,8,6,сильная,сильная,сильная,"                        Кустарниковая роза с полумахровыми цветками диаметром 5-7 см кармино-розового цвета, с жёлтыми тычинками. Аромат мягкий. Цветение почти непрерывное, весь сезон. Высота куста до 100 см, ширина - до 120 см. Листва среднего размера, тёмно-зелёная, глянцевая.                    ","Kordes, Германия, 2017",pochvopokrovnie_rozi,yes,khotlayn
,Штадт Ром,Фиолетовый,Средний,60,50,10,5,6,5,слабая,сильная,сильная,"                        Очень яркая и обильно цветущая почвопокровная роза. Цветки простые (немахровые - 5-8 лепестков), насыщеного розового цвета, с желтым тычинками в серединке, от времени и солнца не выгорают и долго держатся на кусте. Цветение в больших кистях, обильное, повторное, листва тёмно-зелёный, плотная, глянцевая. Сорт может использоваться также как штамбовая форма.                    ","Evers Германия, 2000",pochvopokrovnie_rozi,yes,shtadt-rom
