title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
,Грехем Томас,Желтый,сильный,120,70,5,3,12,10,средняя,сильная,сильная,"Розу Грехем Томас стоит только один раз увидеть, чтобы навсегда остаться преданным этой дивной красоте. У этого саженца одни из самых утонченных цветков среди английских роз. Цвет абрикосово-желтый, лепестки имеют мягкую, сияющую фактуру – характеристика нуазетовых роз, которая была унаследована этим сортом. Цветки имеют форму идеальных розеток. Куст изящный, довольно прямостоячий. Пахнет чайными розами, с тонами сирени. К сожалению, бутоны иногла портятся дождем. При правильной обрезке куст достигает средней высоты. ",,pionovidnye_rozy,yes,Grehem-tomas
,Дарси,Малиновый,Слабый ,70,50,,1,10,8,сильная,сильная,сильная,                       ,,pionovidnye_rozy,yes,darsi
,Дездемона,Кремовые,Сильный,120,100,3,1,10,8,сильная,сильная,сильная,"                        Изысканно красивая роза Дездемона Desdemona селекции David Austin 2015, с необычайно длительным периодом цветения.Бутоны теплого персиково розового цвета при раскрытии образуют чашеобразные цветы чистого белого цвета с лёгким намеком, особенно на ранней стадии цветения, на сливочно-розовые оттенки. Сложение цветка чашеобразной формы с вогнутыми лепестками создает захватывающую игру света и тени. Со временем цветок раскрывается немного шире, чтобы мельком увидеть внутри блеск красивых тычинок. Цветы сохраняют свою форму при влажной погоде и имеют сильный аромат старой розы (Old Rose и миндаля с оттенками свежести и лимонной цедры . Цветение в небольших соцветиях, повторное, обильное и длительное. Куст аккуратный, округлый , компактный, 105 х105 см. с густой глянцевой , плотной тёмно-зелёной листвой. Сорт сильный , с очень высокой устойчивостью к заболеваниям. Можно использовать в бордере чисто из роз, учитывая его долгий срок цветения, также идеально подходит для комбинирования с другими кустами и многолетниками в миксбордере.                     ","David Austin Великобритания, 2015",pionovidnye_rozy,yes,dezdemona
,Дениз,Зеленый,Отсутствует,90,70,,1,11,8,сильная,сильная,сильная,,,pionovidnye_rozy,yes,deniz
,Джейн Остин,Желтый,Сильный,120,100,5,3,10,8,слабая,средняя,средняя,"                        Флорибуна с оранжевыми цветами, с желтыми оттенками на обратной стороне лепестков и интенсивным, сладким ароматом. Цветение в кистях по 3-7 шт., повторное, весь сезон. Куст ветвистый, с тёмно-зелёной листвой, устойчивой к заболеваниям.","Austin, 1990",pionovidnye_rozy,yes,dzheyn-ostin
,Джуд зе Обскур,Желтый,Очень сильный,120,100,3,1,14,12,слабая,средняя,средняя,"                        Очень ароматная роза с изумительными по форме и цвету цветками. Цветки крупные, шаровидной формы, с множеством нежно-желтых лепестков, более темных в центре и бледнеющим к краю цветка. Аромат очень сильный, приятный и необычный. Цветение повторное, обильное, поодиночке и в небольших соцветиях. Дождь переносит плохо: цветки повреждаются, а бутоны могут вообще не раскрыться. Куст ветвистый, с колючими и гибкими поникающими побегами.",Austin Великобритания,pionovidnye_rozy,yes,dzhud-ze-obskur
Juliet,Джульетта,Абрикосовый,средний,,110,,1,10,8,средняя,средняя,средняя,"Роза Джульетта (Juliet) - шедевр Дэвида Остина, уникальный сорт, выведенный с большим трудом и колоссальными затратами. Год рождения сорта - 2005, место рождения - Великобритания. Сегодня полюбоваться ею может каждый. Названная в честь героини романтической истории любви Шекспира, Джульетта - красивая садовая роза современного персикового цвета.",,pionovidnye_rozy,yes,dzhuletta
Gisella,Жизель,Розовый,Слабый ,,70,10,5,7,6,сильная,сильная,сильная,,Нидерланды,pionovidnye_rozy,yes,zhizel
,Зе Алнвик Роз,Розовый,Средний,130,110,8,3,10,8,сильная,сильная,сильная,"                        Английская кустовая роза The Alnwick Rose, селекции Дэвида Остина (David Austin) обильно цветущая довольно густомахровыми, чашевидными цветками нежно-розового цвета. Цветение в соцветиях, цветки смотрят вверх. Диаметр цветка 7-9 см. Аромат средней силы, насыщенный, старой Розы с нотками малины. Цветет волнами с начала лета до первых заморозков. Куст высотой 120см, шириной 90см, красиво округлый, слегка прямостоячий с обильной, глянцевой зеленой листвой. Устойчивость к заболеваниям очень хорошая, не болеет. ","Austin, Великобритания, 2001",pionovidnye_rozy,yes,ze-alnvik-roz
,Каоликазали,Абрикосовый,Сильный,,100,5,3,10,7,средняя,средняя,средняя,"                        Густомахровые, абрикосово-розовые цветки старинной формы с сильным фруктовым ароматом. Цветение в течение сезона.","Keiji Япония, 2012",pionovidnye_rozy,yes,kaolikazali
,Каралуна,Оранжевый,Слабый,120,100,,1,12,10,сильная,сильная,сильная," Роза Каралуна – это классическая английская роза насыщенного рыжего цвета. Присутствие такого цветка в букете не требует дополнительных компонентов, да и на садовой клумбе куст будет играть главную роль. Каралуна покоряет не только внешним видом, но и своей стойкостью. Растение прекрасно зимует, практически не болеет и радует хозяев обильным цветением с начала лета и почти до конца осени. По виду роза Каралуна напоминает пион. Мягкие лепестки ее бутона распускаются в два этапа. В начале внешний их слой держится более плотно, создавая «стакан» для внутренних махровых лепестков и желтых тычинок. Вторая фаза цветения — это полностью распустившиеся розетки с зеленовато-желтой серединкой. Цветонос находится на высокой упругой ножке с темно-зелеными блестящими листьями.",,pionovidnye_rozy,yes,karaluna
,Карамель Антик,,Средний,100,90,,1,20,8,средняя,средняя,средняя,"                        Если вы ищете изысканную розу с большой долей гламура, Карамель Антик (Caramel Antike ) - отличный выбор. Сочетание желтого и абрикосового цветов - это воплощение элегантности, создающее мягкий и женственный образ цветка. Лепестки розы цвета светлой карамели и оттенков шампанского с легкими ванильными краями, с переходом к более темному центрy от желтого до абрикосового с оттенками красно-розового с внутренней стороны лепестков относительно центра. Бутоны розы имеют форму округлого шарика с небольшим острием наверху, которые затем раскрываются в красивый старинной формы очень крупный чашеобразный цветок, наполненный слоями лепестков (100 - 120 лепестков) . Эта садовая роза в роспуске похожа на пионы с их пышными лепестками и густомахровыми цветками, что делает их популярным выбором для любого романтика. Роза имеет легкий аромат, что делает ее отличным выбором, если вы не хотите пьянящего аромата розы. Изначально ощущается аромат чайной розы, затем проявляется прекрасная комбинация фруктовых нот. Аромат легкий или средний, что являются идеальной садовой розой для романтического свадебного букета или композиции.  Розы Caramel Antike прекрасно смотрятся в сочетании с кустовыми розами в саду, восковыми цветами и сочной зеленью как дополнение к букету. Они также могут добавить элегантный штрих в букете к его центральной части, наполненной красными и розовыми цветами, или создать композицию, состоящую только из этих красивых цветов. Карамель Antike Rose имеет большой срок службы в вазе, в срезке цветок стоит 7-9 дней, и потрясающей для создания букетов в вазе, в том числе и за счет размера ее цветка.",,pionovidnye_rozy,yes,karamel-antik
,Каталина,Желтый,Средний,100,70,10,5,,7,средняя,сильная,сильная,"                        Изящная кустовая роза насыщенного желтого цвета Лепестки яркого и смелого желтого цвета образуют пышный бутон с красивой серединкой. Плотный бутон Диаметром 8-9см с множеством кружевных лепестков по форме напоминает идеально круглую чашу, имеет изящное раскрытие Роза Catalina обладает насыщенным сладким ароматом с вкраплением фруктовых ноток. Устойчивость к заболеваниям хорошая. Побеги практически без шипов. Высота куста 100 см",,pionovidnye_rozy,yes,katalina
Kahala,Кахала,,Слабый,150,100,,1,12,10,средняя,средняя,средняя,"Роза Кахала - пионовидная роза, которая заработала у тех кто дарит и получает цветы в подарок - высокую репутацию. Розу Кахала часто сравнивают с балетной примой - у нее пышная пачка и изящная ножка. Сорт славится двухцветными цветами - нежная вуаль дорогого шампанского плавно перетекает в насыщенно-оранжевый. Из-за плотности махровых бутонов розы относят к пионовидной группе. Лепестков очень много. Они бархатные и свежего персикового оттенка.  Бутоны крупные, аромата не имеют. Роза обладает морозоустойчивостью и стойкостью к заражению болезнями и нападениям насекомых-вредителей.",,pionovidnye_rozy,yes,Kahala
,Клэр Остин,Кремовые,Сильный,200,150,4,2,10,8,сильная,сильная,сильная,"                        Есть что-то особенное в белых розах - они все чисты и легки и хороши в действительности. Белые розы - редкость среди английских роз и гибридных чайных роз, потому что белые розы очень сложно разводить. У 'Claire Austin' приятные плотные бледно-лимонного оттенка бутоны, которые постепенно раскрываются в большие, кремово-белые цветы с деликатным типично английским ароматом мускуса; ее лепестки идеально расположены в концентрических кругах, с несколько более свободным расположением в центре. Запах становится сильнее с благоуханием основанном на мирре с нотками meadowsweet, ванили и хелиотропа. Сорт сильнорослый , может достигать 180 см в высоту, с особенной устойчивостью к заболеваниям . Несомненно, сорт один из лучших белых роз на сегодняшний день.",,pionovidnye_rozy,yes,kler-ostin
,Констанс,Розовый,Сильный,100,90,5,3,12,9,средняя,сильная,средняя,"Констанс ( Constance) - дополнение в коллекции роз David Austin, роскошный цветок в форме кубка с крупными цветами. Слои внешних лепестков розового и акварельно розового оттенков обрамляют пышные внутренние лепестки кремового цвета. Каждая роза разная, отличается цветом от светло-кремовых и розовых до более глубоких розовых тонов, но все они одинаково очаровательны. Цветы густомахровые, до 140 лепестков, средний диаметр 8 см. Цветение преимущественно одиночными цветками, в форме глубокой чашевидной розетки, непрерывное в течение всего сезона. Аромат сильный, чувственный, теплый, фруктовый аромат. Элегантный фруктовый парфюм с нотками яблока и груши. Интенсивность аромата 4 или 5 баллов из 5. Куст средней облиственности высотой до 90 см, шириной до 75 см.","Austin, Великобритания. 2008",pionovidnye_rozy,yes,konstans
,Кхела,Белый,Средний,150,120,3,1,12,10,сильная,сильная,сильная," Цветки с пышным округлым бутоном, нежного бело-кремового оттенка с бордово-коричневой окантовкой лепестков, распускаются в крупные 10-12см перламутрово-белые густомахровые цветки . Цветение обильное и продолжительное Побеги практически без шипов Высота куста 100см. Эта роза станет изюминкой вашей коллекции, удивляя и восхищая ваших гостей. Цветки долго стоят в срезке, модная новинка для букетов. ",,pionovidnye_rozy,yes,kkhela
,Кэри,Розовый,Сильный,120,100,,1,10,9,средняя,слабая,слабая,"                        Свадебная роза Кэри - харизматическая роза, излучающая природную красоту и красиво сочетающаяся как в букете, так и просто в саду с многолетними цветами, травами и просто листвой. Цветки чашевидные квартированные , густомахровые (более 90 лепестков) , мягких естественных природных розовых и лавандово сиреневых оттенков . Умеренный розовый аромат отличается нотами фруктов и чая с оттенками грейпфрута, кедрового дерева и мускуса. Цветки элегантно держатся на длинных и сильных стеблях. Цветки от среднего до крупного размером от 8 см. Кэри - настоящая романтического вида , неподвластная времени, старомодная английская роза.",David C. H. Austin Великобритания,pionovidnye_rozy,yes,keri
,Лоис Лейн,Лососевые,Легкий,100,70,,1,10,8,сильная,сильная,сильная,"                        Цветки розово-оранжевые с красивым пионовидным раскрытием цветка Легкий приятный аромат Листва глянцевая, плотная устойчива к мучнистой росе Побеги практически без шипов Прочные вертикальные стебли. Высота куста 80см",,pionovidnye_rozy,yes,lois-leyn
,Мадам Анизетт,Кремовые,Средний,140,80,5,3,9,8,средняя,сильная,сильная,"                        Современная чайно-гибридная роза, грандифлора, с превосходными соцветиями крупных кремовых с абрикосовым оттенком цветов, за свой сильный анисовый аромат включенна в ""Коллекцию Parfuma"".  Бутон розовый, шаровидный. Цветы элегантные, кремовые с бледно розовыми, абрикосовыми оттенками, от шаровидной до округло чашевидной формы в роспуске, диаметром 8 см, густомахровые, 65 - 70 лепестков в одном цветке. Эта роза, которая кажется такой сладкой и нежной, удивляет своим поистине необычным ароматом, очень насыщенным запахом аниса с нотками меда, мирры и специй. Верхняя нота очень выраженная и очень ароматная. Доминирующая, она покрывает нос интенсивным аккордом аниса и ароматной мирры. Ноты специй, такие как любисток, играют свою роль на втором плане. С роспуском цветка размытая нота характерного розового аромата в центре выходит на первый план, подавляя характерный аромат молодого цветка. Аспекты меда на заднем плане создают сбалансированный контраст.","W. Kordes' Söhne Германия, 2013",pionovidnye_rozy,yes,madam-anizett
,Майра Пинк,Розовый,Сильный,100,80,,1,,10,сильная,сильная,сильная,"                        Романтическая пионовидная роза Mayra Pink (Майра Пинк) – идеальный сюрприз для любимой девушки, этот сорт обожают невесты и всегда выбирают свадебные флористы-декораторы для самых нежных свадеб. Цветок имеет роскошное раскрытие бутона, крупные ровные лепестки и безупречную золотую сердцевину. Розу отличает мягкий градиентный окрас: оттенок меняется от пудрово-розового в центре до молочно-белого на внешних лепестках. Обладая слабым ароматом и уникальной текстурой, каждый бутон наполнен слоями изящных, взъерошенных обильных лепестков, которые придают ей прекрасный ностальгический садовый вид. ","Испания, 2015",pionovidnye_rozy,yes,mayra-rouz
,Мисаки,Розовый,Очень сильный,90,80,5,3,10,8,сильная,сильная,сильная,"                        Медленно и неспешно распускающийся очень махровый цветок необычной формы притягивает взгляд и вызывает восхищение.  Аромат тонкий и очень интенсивный.  Куст прямостоячий, листва светло-зеленая, матовая. Стебли светлые, опущенные многочисленными шипами светлого цвета. Цветы держатся до семи дней. Наиболее предпочтительное место посадки - полутень.",Farm Keiji Япония,pionovidnye_rozy,yes,misaki
,Оливия Роуз,Розовый,Сильный,,90,3,1,9,8,средняя,сильная,сильная,"                        Роза с махровыми цветками в форме красивых чашевидных розеток диаметром 8-10 см. Цветки равномерного светло-розового цвета, с очень приятным, насыщенным ароматом с фруктовыми нотками. Начало цветения раннее. Цветение повторное. Листва темно-зеленая, глянцевая, с высокой устойчивостью к болезням. На конкурсе Американского общества розоводов (ARS) признана лучшей розой 2020 года.","David C. H. Austin Великобритания, 2014",pionovidnye_rozy,yes,oliviya-rouz
Pashmina Summerhouse,Пашмина Саммерхаус,Розовый,Слабый,70,50,5,3,6,5,слабая,средняя,средняя,"                        Цветки кремовые, с нежно-розовым центром, густомахровые (до 50 лепестков). Средний диаметр 5 см. Цветки мелкие или средних размеров, в кистях, чашевидные.","Kordes Германия, 2003",pionovidnye_rozy,yes,pashmina
,Пинк Лейс,Розовый,Слабый,80,60,5,3,6,4,средняя,сильная,сильная,,,pionovidnye_rozy,yes,pink-leys
,Пинк Пиано,Розовый,Средний,130,110,3,1,8,6,сильная,сильная,сильная,,"Tantau, Германия,2009",pionovidnye_rozy,yes,pink-piano
Pitahaya,Питахайя,Зеленый,средний,110,70,,1,10,8,средняя,средняя,средняя,"                        Роза сорта Pitahaya (Питахайа) отличается своими классическими тугими бутонами нежного розового оттенка. С внешней стороны цветки слегка салатовые, а изнутри по мере распускания – абрикосово-розовые. Лепестков очень много, они гармонично сочетаются с темными блестящими листьями. Располагать кустарник лучше на солнце в богатой гумусом почве, суглинистой с хорошей воздухопроницаемостью и влагоемкостью. Растение средне устойчиво к поражению заболеваниями и вредителями, оно часто встречается в качестве украшения групповых посадок или разводится для срезки и флористики.   ",,pionovidnye_rozy,yes,pitakhaya
,Питер Пауль Рубенс,Розовый,Слабый ,,85,5,3,8,6,средняя,средняя,средняя,"                        Роза с шаровидными густомахровыми цветками диаметром 6 - 8 см. Цветок розовый с абрикосовым оттенком у центральных лепестков, ароматный (смесь лимона, манго и мирры). Цветение в небольших соцветиях, обильное и непрерывное в течение всего сезона. Куст высотой около метра, с поникающими побегами и крупной, темно-зеленой, глянцевой листвой, устойчивой к заболеваниям.","Martin Vissers Бельгия, 2002",pionovidnye_rozy,yes,piter-paul-rubens
,Принцесса Айко,Абрикосовый,Сильный,100,80,3,1,10,8,сильная,сильная,сильная,"                        Специально для свадебного сезона 2018 компания Alexandra Farms подготовила новинки и увеличила объемы производства своего постоянного ассортимента садовых роз. Сегодня мы представляем новинку японской коллекции - прекрасную принцессу Айко. Принцесса Айко (Возлюбленная) была запущена в производство в 2017 году. Это пионовидная роза с переплетенными лепестками персикового цвета с белыми и кремовыми прожилками. Темно-зеленые листья завершают поразительныйобраз этой садовой розы. Она не имеет боковых побегов, а жизнь ее в срезанном виде в вазе длится не менее10 дней!                    ","Keiji Япония, 2017",pionovidnye_rozy,yes,printsessa-ayko
,Распберри Элеганс,Малиновый,Слабый,100,80,,1,10,9,средняя,сильная,сильная,"                        Название сорта переводится как «Малиновая элегантность» — пионовидная роза изысканнейшей фактуры, сравнимой разве что со складками дорогого блестящего малинового атласа. Верный своему названию, Raspberry Elegance обладает яркими цветами, и может похвастаться элегантным цветением. Raspberry Elegance — это садовая роза, похожая на пион. Эта роза станет изюминкой вашей коллекции, удивляя и восхищая ваших гостей. Цветки долго стоят в срезке, модная новинка для букетов. Цветки  пионовидные, густомахровые с множеством мелких лепестков, крупные, ярко-малиново-красного цвета. Листва тёмно-зеленая.",,pionovidnye_rozy,yes,raspberri-elegans
Piano,Ред Пиано,Красный,слабый,130,100,5,3,8,6,слабая,сильная,сильная,"                        Выдающаяся ярко-красная ностальгическая чайно-гибридная роза Пиано (Piano), которая цветет в небольших соцветиях на толстых стеблях. Цветки плотные густомахровые , шаровидные с отличной устойчивостью к дождю. Отлично подходят для выращивания на открытом воздухе. Кожистая, темно-зеленая листва обладает высокой устойчивостью к грибковым заболеваниям. Куст высотой 100-130 см подходит для создания клумб и озеленения общественных мест.","Tantau, Германия",pionovidnye_rozy,yes,piana
,Романтик Антик,,Средний,100,80,,1,10,8,сильная,сильная,сильная," Яркая новинка в розовых тонах с более ярким центром, цветки крупные густомахровые .Яркая роза с романтическим раскрытием округлого бутона.Romantic Antike -генетическая сестра персиковой  Caramel Antike и выглядит как розы с картин старых голландских мастеров.Аромат мягкий приятный.Цветки хорошо выдерживают  как дождь так и жару. Цветок держится на кусту более двух недель.Устойчивость к болезням высокая.Цветение в течение всего сезона до морозов.",,pionovidnye_rozy,yes,romantik-antik
