title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
,Ликухоталу,Желтый,Сильный,100,80,5,3,10,8,средняя,сильная,средняя,,Япония,yaponskie_rozy,yes,likukhotalu
,Масора,Абрикосовый,Очень сильный,110,90,5,3,10,8,средняя,средняя,средняя,"                        Роза японской селекции Масора (Masora) выведена Teizo Yoshiike. Шраб с густомахровыми шикарными в роспуске цветками теплого розового цвета с оттенками спелого персика, переходящие затем в персиково-жёлтые тона. Аромат сильный с нотками лимона.  Куст с красивой блестящей листвой высотой 80-120 см, шириной 60-90 см. Цветение в течение сезона. ","Teizo Yoshiike, Япония, 2009",yaponskie_rozy,yes,masora
,Микото,Лососевые,Сильный,100,80,5,3,11,10,сильная,средняя,сильная,"                        Эта роза станет изюминкой вашей садовой коллекции, удивляя и восхищая ваших гостей. Цветки долго стоят в срезке, модная новинка для букетов","Кэйдзи Куниэда, 2016 год, Япония",yaponskie_rozy,yes,mikoto
,Мисаки,Розовый,Очень сильный,90,80,5,3,10,8,сильная,сильная,сильная,"                        Медленно и неспешно распускающийся очень махровый цветок необычной формы притягивает взгляд и вызывает восхищение.  Аромат тонкий и очень интенсивный.  Куст прямостоячий, листва светло-зеленая, матовая. Стебли светлые, опущенные многочисленными шипами светлого цвета. Цветы держатся до семи дней. Наиболее предпочтительное место посадки - полутень.",Farm Keiji Япония,yaponskie_rozy,yes,misaki
,Мияби,Розовый,Отсутствует,120,90,,1,10,8,средняя,средняя,,"                        Название розы MIYABI (Мияби) означает традиционную японскую идею подлинной элегантности, и цветы Мияби являются воплощением этого идеала. Особенно это проявляется в форме цветка и в том как цветок раскрывается. Его средняя часть из лепестков розового цвета раскрываясь, открывает светло-розовые центральные лепестки, образуя форму звезды из крайних лепестков и окрашивая самый центр цветка теплым персиковым оттенком. Цветы большие, в форме розетки, густомахровые, 100 лепестков.","Keiji Kunieda, Япония, 2017",yaponskie_rozy,yes,miyabi
,Мияби Ча,Абрикосовый,Слабый,120,110,5,3,,10,сильная,средняя,средняя,"                        Цветки нежно-розовые с карамельной сердцевиной – пепельное золото. густомахровые розетковидные 10-12см в диаметре. Цветение обильное, повторное, продолжительное",Keiji Kunieda Япония,yaponskie_rozy,yes,miyabi-cha
Mon Coeur,Мон Кёр,Розовый,,,,,,,,,,,                        ,,yaponskie_rozy,yes,mon-kyer
Plume,Плюм,Розовый,,,,,,,,,,,                       ,,yaponskie_rozy,yes,plyum
,Принцесса Айко,Абрикосовый,Сильный,100,80,3,1,10,8,сильная,сильная,сильная,"                        Специально для свадебного сезона 2018 компания Alexandra Farms подготовила новинки и увеличила объемы производства своего постоянного ассортимента садовых роз. Сегодня мы представляем новинку японской коллекции - прекрасную принцессу Айко. Принцесса Айко (Возлюбленная) была запущена в производство в 2017 году. Это пионовидная роза с переплетенными лепестками персикового цвета с белыми и кремовыми прожилками. Темно-зеленые листья завершают поразительныйобраз этой садовой розы. Она не имеет боковых побегов, а жизнь ее в срезанном виде в вазе длится не менее10 дней!                    ","Keiji Япония, 2017",yaponskie_rozy,yes,printsessa-ayko
,Принцесса Киши,Малиновый,Сильный,150,120,3,1,10,8,сильная,сильная,сильная,"                        Яркие темно-розовые лепестки с оборками составляют большой и идеально круглый цветок, который при раскрытии может показывать яркую пуговицу из зеленовато-желтых тычинок в центре. ",,yaponskie_rozy,yes,printsessa-kishi
Princess Meiko,Принцесса Мейко,Розовый,Средний,100,80,5,3,10,8,сильная,сильная,сильная," Роза Princess Meiko (Принцесса Мейко), пожалуй, сильнее других садовых цветов напоминает по раскрытию пион. Ее крупный бутон состоит из полусотни волнистых лепестков оттенка маджента, обладает очень легким цветочным запахом. Впервые сорт появился в Японии, о чем свидетельствует его экзотическое название: он был выведен специально для императорского сада. Принцесса Мейко  переводится с японского как (Процветающая). И  весь внешний облик цветка говорит о процветании и успехе.  Горячий ярко -розовый цвет, лепестки  очень похожи на камелию, такие же округлые,слоистые напоминающие пышную юбочку с рюшами. Цвет Принцессы Мейко  стабилен во всех стадиях цветения,очень гармонично смотрится с белоснежными розами из этой же серии. Эта Принцесса очень молода, вышла в “свет” в 2019 году.  Заказать саженцы роз Принцесса Мейко (Princess Meiko) в Москве можно, нажав кнопку ""в корзину""! ","Япония, 2019",yaponskie_rozy,yes,printsessa-meyko
,Принцесса Миюки,Белый,Сильный,130,110,3,1,14,12,сильная,сильная,сильная,"                        «Миюки» в переводе на русский язык обозначает «глубокий снег» или «красивый снег», что является отсылкой к идеальной белизне лепестков. Редко можно встретить чистую белую розу, особенно прекрасным ароматом, высоко центрированные цветки этого сорта восхитительно пахнут миррой-богатым, теплым, сладким, но пряным ароматом, напоминающим анисовое семя.",Япония,yaponskie_rozy,yes,printsessa-miyuki
,Принцесса Сакура,Абрикосовый,Средний,110,90,3,1,10,8,сильная,сильная,сильная,"                        Princess Sakura (вишневый цвет) напоминает изысканное очарование солнечного света, просачивающегося сквозь ветви этих цветущих деревьев. Она открывается ровно настолько, чтобы открыть классический узор, известный как quatre coeur (четыре сердца) в глубокой чашке.Заказать саженцы роз Принцесса Сакура в Москве можно, нажав кнопку ""в корзину""! ",,yaponskie_rozy,yes,printsessa-sakura
,Принцесса Хитоми,Розовый,Сильный,120,90,3,1,10,8,сильная,сильная,сильная,                        Королевская Princess Hitomi розово-белая с внутренними свернутыми в сердечки лепестками.,,yaponskie_rozy,yes,printsessa-khitomi
Royal Palace,Роял Палас,,,,,,,,,,,,,,yaponskie_rozy,yes,royal-palas
,Сенлитсу,Розовый,Слабый,100,80,,1,10,8,сильная,сильная,сильная,                       ,"Япония, 2019",yaponskie_rozy,yes,senlitsu
,Сесиль де Воланж,Розовый,Слабый,100,90,5,3,8,7,сильная,сильная,сильная," Необыкновенная роза от одного из самых известных японских селекционеров Кимура.  Бледно-розовые бутоны розы, распускаются в очаровательные розетки цветов совершенно уникальной формы с ""зеленый глазом"" в центре. Волнистые лепестки розы играют всеми оттенками розового, создавая иллюзию распахнутого сердца. Роза обладает прекрасным повторным цветением. Её компактный горизонтальный куст устойчив к неблагоприятным условиям, легко нарастает. ","Кимура Япония, 2011",yaponskie_rozy,yes,sesil-de-volanzh
,Сола,Коричневый,Средний,100,70,5,3,8,7,средняя,сильная,сильная,                       ,"Keiji, Wabara, Япония ",yaponskie_rozy,yes,sola
,Тсукиёми,Малиновый,Сильный,100,80,,1,,10,средняя,средняя,средняя,                       ,"Farm Keiji Япония, 2013",yaponskie_rozy,yes,tsukiyemi
,Тсумуги,Кремовые,Нежный,110,90,5,3,10,8,сильная,сильная,сильная,"                        Японская пионовидная роза Tsumugi (Тсумуги) нежного пудрового оттенка станет идеальным романтическим подарком, который сделает любой день незабываемым. Ее пышный бутон состоит из 120 крупных лепестков, красиво расходящихся от золотой сердцевины. Цветок обладает очень приятным ароматом с отчетливыми нотками лаванды. В среднем пионовидная роза Тсумуги сохраняет свежесть от 7 до 10 дней.",,yaponskie_rozy,yes,tsumugi
,Французское Платье,Коричневый,Средний,200,120,5,3,10,8,сильная,сильная,сильная,"                        Роза с густомахровыми цветками старомодной формы в розово-сиреневых оттенках с намеком на коричневый в центре. Аромат легкий. Цветение повторное, почти непрерывное. Высота взрослого растения в теплом климате может достигать 2 м и более и выращиваться как плетистая роза, в холодном - около метра и куст выращивать как шраб.  Лучшее местоположение полутень. Листва средне-зеленая, с высокой устойчивостью к болезням. Зона зимостойкости USDA: 6.","Junko Kawamoto Япония, 2011",yaponskie_rozy,yes,frantsuzskoe-plate
,Шато Мертию,Сиреневый,Слабый,,70,,1,10,8,слабая,сильная,слабая,"                        Роза Chateau Myrtille (Шато Мертию) японской селекции выведена Teranishi (Тераниси). Её японское название произошло от французского, что в переводе означает «Замок черники». Цвет розы пепельно-голубой, молочно-черничный, напоминающий цвет черничного йогурта. Цветение пышное, одиночными цветками; старея, лепестки цветов скручиваются особенным способом, создавая в центре цветка очертание морской звезды. Размер цветка 8-10 см.  Роза обладает легким интригующим ароматом. Куст высотой 70 см, шириной 50-60 см. Сорт устойчив к основным заболеваниям, требует профилактики от черной пятнистости. Устойчивость к дождю слабая.","Тераниси Япония, 2008",yaponskie_rozy,yes,shato-mertiyu
,Шахерезада,Розовый,Сильный,80,60,5,3,12,8,средняя,сильная,сильная,"                        Японская роза с очень ароматными густомахровыми цветками розово-фиолетовых оттенков. Цветки диаметром 8-12 см, собираются в соцветия. Цветение практически непрерывное. Куст компактный, побеги без шипов (или их очень мало), листва средне-зеленая, матовая.","Takunori Kimura Япония, 2013",yaponskie_rozy,yes,shakherezada
,Шилаби,Белый,Средний ,80,60,,,,,,,,                       ,Япония,yaponskie_rozy,yes,shilabi
,Буль де Парфюм,Сиреневый,Сильный,100,90,3,1,8,7,сильная,средняя,средняя,                        Великолепные цветы с резными лепестками светло фиолетового цвета с мягкими голубовато-фиолетовыми оттенками и золотистым центром.  Размер цветка 7-8 см. Цветение одиночно или небольшими соцветиями по 1-3 цветка на стебле. Аромат сильный Повторноцветущая.Может выращиваться в горшках. Высота 100 см Ширина: 80 см,"Япония, 2010",yaponskie_rozy,yes,bul-de-parfyum
Blue Storm,Голубой Шторм,Сиреневый,Слабый,120,100,3,1,8,6,средняя,сильная,сильная,"                        Роза Blue Storm Rose имеет цветок от фиолетового до светло голубовато фиолетового цвета, среднего размера, диаметром 6-8 см, густомахровый, 40-50 лепестков. Аромат мягкий сладкий . Цветки, когда роза выращивается в регионах с жарким климатом, как правило, светло-фиолетовые. Цвет лепестков розы Голубой Шторм во многом зависит от погодных условий, которые придают цветку темно-фиолетовый цвет, или только светло-фиолетовый, бледный, почти белый. ",Keiji,yaponskie_rozy,yes,goluboy-shtorm
,Кутюре роз Тилия,Сиреневый,Средний,,120,5,3,7,5,сильная,средняя,средняя,"                        Couture Rose Tilia - изящная роза селекции Дзунко Кавамото. Цветки с резными лепестками благородных пастельных тонов от фиолетового до сиреневого с розовым отливом. Лепестки розы шикарно уложены много раз, как шелковый шифон роскошного платья от кутюр . Бутоны, раскрываясь показывают желтые тычинки. Цветок красиво отцветает, стыдливо прикрывая лепестками чернеющую серединку. Аромат свежий и сладкий. Цветение яркое , обильное, весь сезон куст усыпан многочисленными цветками размером 6-8 см. на фоне темно-зеленой , матовой листвы. Освежающий и сладкий аромат ""зеленой системы"" дополняет ее элегантный шарм. Высота 80 - 100 см. Средняя терпимость к жаре. Хорошая устойчивость к дождю. Устойчивость к заболеваниям высокая ( требуется профилактика черной пятнистости). Хорошая зимостойкость.","Junko Kawamoto, Япония, 2010",yaponskie_rozy,yes,kutyure-roz-tiliya
,Ла Пети Па,Кремовые,Средний,120,100,5,3,8,7,сильная,сильная,сильная,"                        Роза La Petite Pair флорибунда японской селекции выведенная Yamato Очаровательная флорибунда с полумахровыми цвета шампани с шаровидными бутонами, в полуроспуске цветки глубоко чашевидной формы. Цветок диаметром 7-8 см в полном роспуске показывает середину с желтыми тычинками. Аромат довольно сильный . Цветение одновременно по 3-5 цветков на стебле При роспуске цвет шампани, постепенно светлеет и меняется до светло-кремового. Высота куста 100-120 см. Листва средне-зеленая, глянцевая. Сорт устойчивый к болезням.","Yamato Япония, 2011",yaponskie_rozy,yes,la-peti-pa
,Мария Натали,Абрикосовый,Средний,,90,10,5,12,10,средняя,средняя,средняя,"                        Крупные помпоны с плотной структурой лепестков. Одновременно на кусте цветы разных оттенков - периковых, розово-оранжевых, кремовых. По мере старения цветка, лепестки приобретают зеленоватый тон. Цветение в кистях, до 20 цветков, как у Грандифлора. Куст ровный с плотной листвой. Цветение в течение сезона.","Nakazawa Tadashi Япония, 2006",yaponskie_rozy,yes,mariya-natali
,Сансет Мемори,Абрикосовый,Слабый,200,180,5,3,6,4,средняя,сильная,сильная," Розу относят к плетистым ,но можно выращивать и как кустовой шраб. Красивая пышная темно —  зеленая листва Этот сорт может быть высотой от 100 — 200 см  обвивая элементы садового декора – арки, беседки, перголы, гибкими пластичными ветвями.Цветы розы Sunset Memory  от 5 до 10 см в диаметре. Очень интересный тёплый абрикосово-апельсиновый оттенок цветов. Цветение повторное,обильное Роза Sunset Memory обладает  выраженным потрясающим  ароматом, устойчива к основным заболеваниям роз: черной пятнистости и мучнистой росе.Морозоустойчива. ","Teranishi Япония, 2008",yaponskie_rozy,yes,sanset-memori
Black Tea,Чёрный чай,Коричневый,Средний ,150,120,,1,12,10,сильная,средняя,средняя,                        ,,yaponskie_rozy,yes,chyernyy-chay
,Шиоли,Розовый,Слабый,120,90,3,1,8,6,сильная,сильная,сильная,,"Keiji Kunieda, Япония, 2014",yaponskie_rozy,yes,shioli
,Эвентейл д’Ор,Желтый,Средняя,150,100,5,3,11,10,сильная,сильная,средняя,"                        Eventail d'or - по-осеннему ""золотая"" роза была создана японским селекционером Junko Kawamoto. Ее мягкие лепестки очень долго сохраняют свои декоративные качества. Несомненным достоинством этого золотистые цветки, собранная в пышные соцветия. Помимо этого, таинственные оттенки желтого, золотого и бежевого достаточно равномерно распределены на поверхности цветка. При раскрытии цветка кремовый оттенок наружных лепестков придает розе грациозности и в тоже время воздушности. Цветок показывает серединку. Также, подкупающей характеристикой этого прекрасного сорта является его устойчивость к заболеваниям. Кустарники (высотой от 1 до 1,5 метров) как правило, хорошо облиственны.","Junko Kawamoto Япония, 2009",yaponskie_rozy,yes,eventeyl-d-or
