title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
,Нахема,Розовый,Сильный,300,200,3,1,10,9,слабая,средняя,средняя,"                        Плетистая роза с розовыми густомахровыми красивыми цветками в старинном стиле. Цвет мягкий, нежный, напоминающий розовое драже. Аромат яркий , насыщенный , сочетающий розовые и фруктовые оттенки с нотками лемонграсса. Цветение в небольших соцветиях, обильное, повторное. Рекомендуется посадка на солнечные места, хорошо удобренную богатую почву. ","Delbard Франция, 1999",pletictie_rozi,yes,nakhema
,Олбрайтон Рамблер,Розовый,Средний,,365,5,3,10,8,средняя,средняя,средняя,"                        Саженцы розы кустовой The Albrighton Rambler не требовательны в уходе, но при этом радуют обильным и продолжительным цветением. Разрастаются кустарники в высоту до двух-трех метров, поэтому иногда нуждается в опорах. Цветочки нежнейшего розового цвета состоят из большого числа лепестков, которые напоминают пачку балерины. Смотрится цветущая роза кустовая The Albrighton Rambler очень эффектно. Одно из главных преимуществ сорта – легкий мускусный аромат, который сопровождает все цветение.                    ","David Austin Великобритания, 2013",pletictie_rozi,yes,olbrayton-rambler
,Пале Ройял,Фиолетовый,Слабый,350,200,10,5,13,12,средняя,сильная,сильная,"                        Плетистая роза с крупными густомахровыми жемчужно-белыми цветками, в которых иной раз проглядывается сиренево-розовые оттенки, с лёгким ароматом. Цветки чашевидные, ""старомодные"", собираются в небольшие соцветия. Цветение в течение всего сезона. Листва густая, крупная, полуматовая, темно-зелёная.","Meilland Франция, 2005",pletictie_rozi,yes,pale-royyal
Polka 91,Полька,Абрикосовый,Слабый,300,120,3,1,12,10,средняя,средняя,средняя,"Саженцы роз Полька - очень красивые и необычные розы, их можно выращивать как невысокий клаймбер, либо как крупный, дугообразный шраб.  Цветки восхитительные, насыщенного абрикосового цвета, выгорают до сливочного цвета по краям, с более темной подложкой лепестков, что создает игру теней и оттенков!  Лепестки имеют волнистый край. Бутоны появляются по одному или в небольших кистях – редко более 3 шт в кисти, потрясающе подойдут для цветочных аранжировок. Роза цветет серией волн (в холодном климате два раза, в жарком - три). Листья достаточно устойчивы к заболеваниям, крупные, темные, блестящие. Куст сильнорослый, довольно ветвистый.",,pletictie_rozi,yes,pol-ka-polka-91
Pierre de Ronsard,Пьер де Ронсар,Розовый,Слабый,300,150,3,1,10,9,слабая,сильная,сильная," Крупноцветковая плетистая роза «Пьер де Ронсар» полна загадок. Производя впечатление хрупкой и нежной, она обладает отменной выносливостью и устойчивостью к болезням. Кажется, будто этот цветок сошел со старинных полотен фламандских мастеров, но получен от современных родителей. Да и окраска его лепестков изменчива – от розовой до светло-кремовой с зеленоватым оттенком. Источник: https://ogorodum.ru/roza-per-de-ronsar-opisanie-sorta-foto-i-otzyvy.html",Франция,pletictie_rozi,yes,per-de-rosand
Rosarium Uetersen,Розариум Ютерсен,Розовый,+++,,2,,40,12,10,средняя,сильная,сильная,"Саженцы роз Розариум Ютерсен имеют сильные побеги, данный сорт отличается необычайной мощью! Цветки этих саженцев на сегодняшний день признали довольно изысканными по своей красоте, что подняло популярность этого сорта. Бутоны обладают ярким, насыщенным ароматом. Цветки, распускаясь, приобретают вокруг розовой середины серебристую кайму, что делает растение невероятно притягательным. Листва насыщенная темная, имеет легкий блеск. Роза очень хорошо переносит холода, цветение обильное.",,pletictie_rozi,yes,rozarium-yutersen
,Руж Пьер де Ронсар,,Средний,160,120,5,3,10,9,слабая,средняя,средняя,                      ,,pletictie_rozi,yes,ruzh-per-de-ronsar
,Сабрина,Розовый,Средний,250,180,5,3,8,6,сильная,сильная,сильная,"                        Густомахровые (около 100 лепестков) кремово-абрикосовые цветки старинной формы распускаются в небольших соцветиях (от 2 до 5 цветков). Цветение до заморозков. Аромат слабый. Куст быстрорастущий, с толстыми и колючими стеблями. Листья блестящие, тёмно-зелёные. Устойчивость к заболеваниям высокая                     ","Meilland Франция, 2012",pletictie_rozi,yes,sabrina
Salita,Салита,Оранжевый,слабый,300,250,3,1,9,8,средняя,средняя,средняя,"Саженцы роз Салита (Salita) привлекут Ваше внимание своим ярким оранжево-алым цветом. Цветки средних размеров - по 8-9 см, элегантные, махровые, по форме похожи на чайно-гибридные розы, появляются по одному или в небольших пышных кистях до 5 шт на длинных сильных побегах.  Куст розы достигает 3 м и цветет практически непрерывно. Листва крупная, блестящая, устойчивая к болезням. Нарастает в высоту не очень быстро, в жарком климате саженцы данного сорта вполне можно назвать сильнорослыми.",,pletictie_rozi,yes,calita-salita
Sympathie,Симпатия,Красный,++,4,3,5,3,10,8,средняя,сильная,сильная,"                        Если Вы хотите внести новых свежих красок в свой сад, то саженцы роз Симпатия определенно будут Вам по вкусу! Особенно изысканно эта плетистая роза смотрится на беседках или на стенах каменного забора: яркие крупные бутоны (до 10 см в диаметре) смотрятся поистине роскошно! Куст способен достичь высотой 4,5 м, сорт цветет и радует глаз с самого начала лета вплоть до середины осени. Темно-зеленая листва уместно обрамляет цветы! Саженцы идеально подойдут для озеленения.",,pletictie_rozi,yes,simpatiya
,Флорентина,Красный,Слабый,,200,3,1,10,8,средняя,средняя,средняя,"                        Плетистая роза ярко-красными густомахровыми цветками розетковидной формы, обладающими лёгким фруктово-цветочным ароматом. Цветение очень обильное, непрерывное, весь сезон, одиночными цветками или в небольших кистях. Высота взрослого растения может достигать 2,5 м и более, листва плотная, тёмно-зеленая, глянцевая. Устойчивость к болезням высокая, морозостойкость выше средней (5 зона USDA).","W. Kordes & Sons Германия, 2011",pletictie_rozi,yes,florentina
Cesar,Цезар,Розовый,Слабый,200,180,5,3,7,6,слабая,средняя,средняя,"Одним из самых популярных саженцев является роза Цезарь Широкие, довольно волнистые лепестки свернуты в центре цветка так, что темно-розовая внешняя сторона лепестков красиво контрастирует с нежно-абрикосовым реверсом. Бутоны раскрываются быстро, густомахровые, имеют округлую форму, но почти никогда не показывают серединку, сохраняя интригу. Лучше всего сорт показывает себя в теплых, сухих условиях. Желтый оттенок со временем выгорает, так что более старые цветки становятся бело-розовыми. Куст достигает 2м при выращивании кустом, но побеги склоняются под весом кистей цветков ( в кистях обычно 3-9 шт), так что самым оптимальным будет выращивать эту розу на опоре. Листва устойчива к заболеваниям. ",,pletictie_rozi,yes,cezar-cesar
Elfe,Эльф,,,,,,,,,,,,"Потрясающей красоты саженцы Эльф с радостью пополнят ряды плетистых роз!Бутоны у данного сорта можно назвать огромными! Цветки необычной окраски: слоновая кость с бледно-зеленым оттенком в основании лепестков, густомахровые. Куст растет обильно, прямостоячий, листва достаточно крупная. Аромат нежный, фруктовый. Цветение продолжается на протяжении всего сезона. Растущие побеги способны достичь до 3 м в длину. ",,pletictie_rozi,yes,iel-f
,Эш Венздей,,Средний,500,300,5,3,11,10,средняя,средняя,средняя,"                        Вильгельм Кордес использовал Rosa rubiginosa для улучшения зимостойкости своих роз. Aschermittwoch – появился неожиданно. Отличительной чертой этой розы является ее цвет. Он слегка меняется, и может иметь тона сиреневого, розового или желтого, но в большинстве случаев он необыкновенный серый. Оборотная сторона лепестков более серебристая, благодаря чему создается игра теней между лепестками – это смотрится очень захватывающе, т.к. цветки густомахровые. Появляются в кистях по 3-15 шт, цветение очень обильное, но, к сожалению, однократное. Тем не менее Aschermittwoch должна быть в каждом саду. Куст очень сильнорослый, довольно колючий. Следует защищать от мучнистой росы.","Kordes, Германия",pletictie_rozi,yes,esh-venzdey
,Амадеус,Красный,Слабый,300,250,5,3,9,8,сильная,сильная,сильная,"                        Плетистая роза с крупными, насыщенно-красными махровыми цветками, появляющимися в кистях по 5-7 штук. Цветки долго держатся на кусте и почти не выгорают. Аромат лёгкий, свежий. Цветение обильное, повторное. Листва тёмно-зелёная, блестящая, плотная, устойчивая к заболеваниям. Куст вертикальный, раскидистый, поэтому сорт может выращиваться и как плетистая роза, и как высокий шраб.                    ","Kordes, 2003",pletictie_rozi,yes,amadeus
,Барок,Абрикосовый,Средний,200,150,3,1,12,8,средняя,сильная,сильная,"                        Плетистая роза с крупными густомахровыми цветками абрикосовой окраски, с переходом к жёлтому у основания лепестков. При распускании края лепестков сильно заручиваются наружу; при полном раскрытии цветки показывают серединку. На солнце цветки выгорают до сливочно-желтых оттенков; дождь переносят хорошо. Аромат насыщенный, сладко-пряный. Цветение в основном на побегах прошлого года, в соцветиях, повторное. Листва крупная, тёмно-зелёная, кожистая, блестящая.","Tantau, Германия, 1999",pletictie_rozi,yes,barok
,Бланш Флёр,Белый,Очень сильный,190,120,5,3,8,7,средняя,сильная,сильная,"                        Перламутрово-белые цветы старинной формы распускаются в небольших соцветиях. Аромат сильный,сладкий.Густые раскидистые кусты с ярко-зелеными листьями.  ",Jean-Pierre Vibert France,pletictie_rozi,yes,blansh-flyer
,Блю Маджента,Фиолетовый,Слабый,400,300,10,5,6,5,средняя,средняя,средняя,                       ,Van Houtte Бельгия,pletictie_rozi,yes,blyu-madzhenta
,Бобби Джеймс,Белый,Сильный,500,400,10,5,5,4,слабая,средняя,средняя," Сорт Бобби Джеймс относится к современным сортам многоцветковой плетистой розы. Эта роза отличается буйным ростом и цветением. У нее укрытые шипами мощные побеги, которые с легкостью взбираются на опоры, превышающие даже 8 метров в высоту. Также куст обильно усеян декоративной листвой. Полумахровые кремово-белые цветки обычно украшены пучком тычинок золотого цвета. Они собираются в ниспадающие крупные кисти и отличаются душистым ароматом. Цветущие кусты роз Бобби Джеймс выглядят чрезвычайно эффектно, но для успешного, продолжительного и обильного цветения им нужен простор. Bobbie James – лучший из мелкоцветковых рамблеров, который напоминает видовые розы, но имеет более крупные и более махровые цветки. Цветки полумахровые, напоминают вишневый цвет, но появляются в огромном количестве в крупных кистях. Очень сильнорослая роза, достигает 7,5 м в высоту и 3 м в ширину.",Sunningdale Великобритания,pletictie_rozi,yes,bobbi-dzheyms
,Бургунди Рамблер,Красный,Слабый,500,400,10,5,8,6,средняя,средняя,средняя,"                        Плетистая-Rambler. Бутоны почти черные. Цветки красно-бордовые, диаметром 6-8 см, полумахровые (16 лепестков). Цветет в течение всего сезона, постепенно образуя новые цветки. После цветения образуются большие плоды. Молодые листья тёмно-красные. Хорошо подходит для выращивания на арках, перголах, заборах.                    ","John Scarman, Германия, 2007",pletictie_rozi,yes,burgundi-rambler
,Вайсе Вольке,Белый,Средний,300,200,5,3,8,7,сильная,сильная,сильная,"                        Цветки полумахровые, чисто-белые, с пучком золотистых тычинок. Появляются в кистях по 3-10 шт. Они появляются не только на концах побегов, но также на коротких боковых веточках на прошлогодней древесине, что означает очень обильное цветение. Побеги длинные, толстые, поникающие. Листва темная, блестящая, крупная. Устойчив к болезням. Быстро зацветает повторно и цветет почти непрерывно. Роза так энергично и широко разрастается, что быстро формирует плотные изгороди.                    ",Kordes Германия,pletictie_rozi,yes,vayse-volke
,Вартбург,Розовый,Слабый,610,455,10,5,2,1,средняя,сильная,средняя,"                        Сорт из группы гибриды мультифлора. Цветки малиново-розовые, мелкие (1,5—2 см), махровые, слабодушистые, собраны в крупные соцветия (до 40 штук). Куст сильнорослый, с гладкими побегами без шипов. Цветение обильное, в течение 25—30 дней, однократное.",Hermann Kiese Германия,pletictie_rozi,yes,vartburg
Golden Gate,Голден Гейт,Желтый,Очень сильный,300,200,10,5,7,6,средняя,средняя,средняя," Кроме того, что саженцы роз Голден Гейт шикарно выглядят, сорт еще имеет свойство отлично расти и размножаться!  Золотисто-желтые цветы достигают размера 9-10 см, со временем могут выгорать и сменить окрас на более нежный. Цветут кистями, аромат уникальный, своими нотками напоминает запах фруктов и лимона. Роскошная листва с ярким глянцевым блеском удачно оттеняет цвет роз. Куст растет до 250 см. Роза устойчива к мучнистой росе и черной пятнистости.  ",,pletictie_rozi,yes,golden-golden-climber
Goldstern,Голдштерн,Желтый,средний,300,200,3,1,12,10,средняя,средняя,слабая,"                        Розу обычно выращивают как плетистую, хотя если у вас много места, можно позволить ей расти кустом. Сорт особенно хорош для холодных продуваемых мест. Цветет кистями махровых, 10 см цветков, в форме плоских неформальных розеток. Аромат легкий. Листва ярко-зеленая, блестящая, устойчивая к болезням. Молодая листва красноватая, красиво контрастирует с цветками.",,pletictie_rozi,yes,goldshtern
,Дженероуз Гарден,Розовый,Средний ,300,120,3,1,10,8,слабая,сильная,сильная,"                        Плетистая роза с нежно-розовыми цветками диаметром 8-10 см чашевидной формы; со временем цветки выгорают до почти белого. Аромат - смесь розового масла и мирры. Цветение в соцветиях, повторное. Листва серовато-зеленая, матовая, с высокой устойчивостью к заболеваниям. Сорт может выращиваться также как большой шраб с дуговидно поникающими побегами.","Austin, Великобритания, 2002",pletictie_rozi,yes,dzhenerouz-garden
,Джон Кэбот,Фиолетовый,Слабый,250,150,10,5,7,6,средняя,сильная,сильная," Бледно-пурпурно-красные цветки, раскрывшись, показывают серединку, иногда украшены белыми потеками в центре. Появляются в кистях по 3-10 шт, со временем слегка выгорают. Первое цветение очень обильное, длится 6-7 недель, затем появляются только отдельные цветки до следующего обильного цветения осенью. Эта роза удивительна по своей функциональности. Она прекрасно выступит в роли солитерного растения, украшая своим ярким пышным цветением зеленую лужайку. Не менее удачны живые изгороди из Джон Кэбот. Ее дугообразные стебли и острые шипы созданы как будто специально для этого. John Cabot установил новые стандарты среди морозостойких роз. Его симметричный, крепкий куст, длительный период цветения и превосходная устойчивость к заболеваниям делают John Cabot одной из самых важных современных роз для северных садов. ",,pletictie_rozi,yes,dzhon-kebot
,Дукат,Желтый,Слабый,350,300,3,1,9,8,средняя,сильная,сильная,"                        Цветки тёмно-жёлтые (выгорают до лимонно-жёлтых тонов), диаметром 8-10 см, махровые, с насыщенным, сладким фруктовым ароматом; в полном роспуске показывают серединку с яркими тычинками. Цветение в соцветиях, продолжительное, почти непрерывное. Листва блестящая, средне-зелёная (молодая с бронзовым отливом), с высокой устойчивостью к болезням. ",,pletictie_rozi,yes,dukat
Ines Sastre,Инес Састр,Полосатые,Сильный,180,120,10,5,11,10,сильная,сильная,сильная,"Роза Инес Састр ,воплощение редкостной алхимии в цвете и тоне аромата. Она расцветает букетом из крупных, густомахровых цветков. Ее пурпурные тона переливаются гранатово-сиреневыми и розово-белыми прожилками. Ее запах – это богатый коктейль из фруктовых тонов и ароматов, с тонами апельсина, персика и абрикоса. Это куст очень больших размеров, устойчивый к болезням. Его исключительная сила позволяет даже использовать его в качестве зеленой изгороди","Meilland, Франция, 2010",pletictie_rozi,yes,Ines%20Sastre
,Камелот,Розовый,Средний,300,200,5,3,8,6,сильная,сильная,сильная,"                        Camelot® от Rosen Tantau уиверсальный клаймбер ( climber ) с быстрым ростом и обильным цветением уникальными романтическими цветами розового цвета с более темным жилкованием и выраженным ароматом спелого лимона . Плетистая роза Camelot цветет на протяжении всего сезона прекрасными махровыми цветками необычной окраски с крапом - более темными, чем основной цвет вкраплениями на всей поверхности лепестков. Насыщенного розового цвета заостренные бутоны распускаются в средние и крупные цветки в форме венчика в полном роспуске от 6 до 8 см , демонстрируя красивую комбинацию светло розового цвета внешней стороны лепестков и темно-розового с крапом внутренней части с золотистыми тычинками. Цветение ремонтантное, с добавлением мягкого цитрусового аромата. Куст быстрого роста с распределением цветков по всей длине побегов, достигает в высоту 250-350 см. Ветви гибкие, сильно разрастаются и легко поддаются распределению по опоре. Легко могут быть уложены горизонтально, что увеличивает время цветения. Прочные и гибкие ветви позволяют адаптировать эту розу к самым различным ситуациям, таким как перголы, арки и решетки, дают возможность сделать привлекательными наружные углы. Листва средне-зеленая, глянцевая. Сорт обладает очень хорошей устойчивостью к болезням и выносливостью.","Tantau, Германия, 2011",pletictie_rozi,yes,kamelot
,Мадам Альфред Карье,Розовый,Очень сильный,500,250,5,3,11,10,слабая,средняя,средняя,"                        Плетистая Роза Мадам Альфред Карье (Mme Alfred Carriere), по Всемирной Классификации сорт относится к классу Нуазетовые Розы . Очень старый сорт, до сих пор популярный среди садоводов, выведен Schwartz во Франции в 1879 году. Сорт востребован благодаря тому, что он теневынослив и может хорошо расти с северной стороны дома, что характерно не для многих современных сортов роз. Куст постоянно распускается все новыми кистями цветов на протяжение всего лета и осени.  Бутон перламутрово-розовый, округлый. Большие махровые цветки (9-11 см в диаметре) кремово белого цвета с легким оранжево розовым оттенком ,обладают приятным душистым цветочным ароматом. Цветение обильное, непрерывное, цветки собраны в небольшие соцветия по 3 - 5 цветков. Листва крупная, зеленая, глянцевая, плотная. Сорт сильнорослый, с множеством гибких прямостоячих побегов, шипов почти нет. Растение очень мощное, сильнорослое, хорошо разветвленное, высота растения 200 - 350 см. Одна из самых зимостойких чайно-нуазетовых роз. Сорт с неплохой устойчивостью к заболеваниям, к черной пятнистости высокой, к мучнистой росе средней.","Schwartz, Франция",pletictie_rozi,yes,madam-alfred-kare
,Мадам Плантье,Белый,Сильный,400,300,10,5,7,6,слабая,сильная,сильная,"                        Mme Plantier сочетает грацию и обильность цветения нуазетовых роз с зимостойкостью и красотой роз Альба. Это сильнорослый сорт, иногда выращиваемый как изящный высокий куст, но чаще пускаемый по обелиску или столбу как плетистая роза. Обладает замечательной зимостойкостью и адаптируется к самым разным условиям. Цветки очень красивые, вначале бледно-розовые, быстро выгорают до чисто-белых, махровые, иногда с пуговкой в центре. Появляются в кистях по 5-20 шт на сильнорослом, ветвистом кусте почти без шипов, с мелкой бледно-зеленой листвой. Если бы эта роза цвела повторно, она была бы любимейшей розой в мире.  Выдающийся сорт по своей зимостойкости и приспособляемости к самым разным условиям. Цветки средних размеров, 6-7 см в диаметре, чисто-белые (иногда с легким розовым оттенком, густомахровые, с легким ароматом листьев. Появляются в кистях по 10-20 шт, на сильнорослом, ветвистом кусте, практически без шипов, с мелкой бледно-зеленой листвой. Цветет один раз за сезон, достигает 3-4 м.  ","Plantier, Франция ",pletictie_rozi,yes,madam-plante
Michka,Мишка,Желтый,Слабый,200,150,5,3,11,10,слабая,сильная,сильная,"Саженцы роз Мишка были определены селекционерами в ""отряд"" плетистых, несмотря на обильную ветвистость и жесткость данного сорта. Цветки этой розы характеризуются насыщенным желтым цветом с ненавязчивыми розовыми тонами. На солнце лепестки выгорают, приобретая кремовый оттенок. За счет того, что лепестки имеют волнистую форму, игра тонов очень выгодно смотрится на фоне яркой зеленой листвы. Цветков на стебле обычно бывает 3-5 шт. Роза очень восприимчива к изменениям погодных условий, поэтому дождь переносит не слишком стойко. Зато иммунитет к заболеваниям у данного сорта отличный!","Meilland, Франция, 1998",pletictie_rozi,yes,mishka
,Мон Жардэн э Ма Мэзон,Кремовые,Слабый,200,150,3,1,10,9,слабая,сильная,сильная," Mon Jardin et Ma Maison – назван по имени известного французского журнала, публикующего материалы о садоводстве, – великолепный шраб или невысокий клаймбер. Его толстые, округлые бутоны удлиняются по мере раскрытия, и распускаются в крупные, густомахровые кремового цвета цветки, чашевидные и квартированные. Лепестки по краям белые, но в центре имеют сливочный оттенок, напоминающий чайные розы. Выгорает до очень бледного лимонно-розового, но никогда до чисто-белого, что придает цветку дополнительную глубину на всех стадиях его раскрытия. Цветки появляются по одному или в кистях до 6 шт, и хорошо сочетаются с темнозеленой листвой. Сорт устойчив к заболеваниям. ","Meilland, Франция",pletictie_rozi,yes,mon-zharden-e-ma-mezon
Papi Delbard,Папи Дельбар,Абрикосовый,Сильный,400,300,3,1,15,13,слабая,сильная,сильная,,,pletictie_rozi,yes,papi-delbar
,Парад,Розовый,Средний,300,200,5,3,10,9,средняя,сильная,сильная,"                        Плетистая роза с крупными ароматными махровыми цветками яркого, словно сияющего, насыщенно-розового цвета, немного бледнеющего к краям и на оборотной стороне лепестков. Цветение поодиночке или в кистях до 5 шт. , обильное, повторное, почти непрерывное. Листва густая, темно-зеленая, блестящая, устойчивая к заболеваниям. Зимостойкость высокая.",Boerner США,pletictie_rozi,yes,parad
