title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
Victorian White,Викториан Вайт,Белый,Слабый,100,80,3,1,12,10,средняя,сильная,сильная,"                        Викториан Вайт (Victorian White)-поистине мечта любого ценителя роз. Цвет данного сорта свадебный, белый с фисташковой подложкой. Пионовидные бутоны чашевидной формы насчитывает около 100 лепестков. Цветение продолжительное, цветки держатся на кусте не менее15 дней. Эта садовая роза-настоящая классика в форме и цвете.",Нидерланды,sadovye_rozy_premium_klassa,yes,viktorian-vayt
Victorian Wedding,Викториан Веддинг,Кремовые,Слабый,110,100,5,3,11,10,сильная,сильная,сильная,"                        Роза спрей нового поколения.Это сестра другим викторианским розам, Викторианская свадьба имеет большое цветение с полным центром в сладком сливочном тоне.",Нидерланды ,sadovye_rozy_premium_klassa,yes,viktorian-vedding
,Викториан Классик,Розовый,Средний,70,50,5,3,8,6,сильная,сильная,сильная,"                        У пионовидной розы большие бутоны с чарующим запахом и «рваные» лепестки, при этом каждый лепесток окрашен по принципу «омбре» (от темной середины до светлого края). Количество лепестков может насчитываться от сотни до нескольких тысяч в одном бутоне. Поэтому пионовидная роза выглядит очень пышной, а на ощупь она бархатная. Пионовидные розы хорошо выглядят в моно-композиции, а также в сборных букетах.",,sadovye_rozy_premium_klassa,yes,viktorian-klassik
Victorian Pink,Викториан Пинк,Розовый,Средний,120,100,,1,12,10,средняя,сильная,сильная," Бутоны Викториан Пинк туго набиты лепестками, причудливо закручивающимися в центре цветка. Цветки пионовидной формы нежно-розовые, более насыщенные к центру и светлеющие снаружи. Аромат цветочный сладкий душистый Зеленый глянцевый плотный лист устойчив к заболеваниям Кустовая роза с прочными вертикальными побегами. Эта роза станет изюминкой вашей коллекции, удивляя и восхищая ваших гостей. Цветки долго стоят в срезке, модная новинка для букетов.",Нидерланды,sadovye_rozy_premium_klassa,yes,viktorian-pink
Victorian Summer,Викториан Саммер,Кремовые,Слабый,120,100,3,1,10,8,сильная,сильная,сильная,"                        Викториан саммер-настоящая садовая роза, которая при полном роспуске удивит вас роскошным цветением. Эффектный сорт с редким градиентом – крупные, густомахровые цветки кремово-белого цвета.",Нидерланды,sadovye_rozy_premium_klassa,yes,viktorian-sammer
,Виктория Пич,Кремовые,Слабый,100,80,,1,11,10,сильная,сильная,сильная,"                        Роза Виктория Пич махровая, бутоны туго набиты лепестками, причудливо извивающимися в центре цветка. Достаточно крупная, диаметр в среднем 10 см. Насладится первыми её бутонами Вы сможете ещё в начале мая, она не раз за летний сезон выпускает бутоны, изредка передыхая, завершает же своё цветение глубокой осенью с наступлением устойчивых холодов.   Вас также порадует красота и опрятность не только цветка, но и куста. При среднем размере в 80 см высоту и примерно таком же в ширину, куст розы Victorian Peach не рыхлый, с густой темно-зеленой листвой и ровными тонкими стеблями. Все эти характеристики позволяют цветку быть в топе среди флористов. В вазе цветок стоит долго, не теряя своей свежести.    Отдельно отметим, что сорт нетребователен в уходе, подходит для посадки в контейнерах, миксбордерах, розариях и др.",,sadovye_rozy_premium_klassa,yes,viktoriya-pich
,Вувузела,Розовый,Слабый ,110,80,,1,10,8,средняя,сильная,сильная,"                        Саженцы розы чайно-гибридной Вувузела (Rosa Vuvuzela) – редкий сорт с уникальной пионовидной формой розетки и красивой неоднородной окраской лепестков. Куст с мощными прямыми побегами достигает около 100 сантиметров в высоту и 70 в диаметре. Листья плотные, оливково-зеленые. На одном побеге завязывается от 1 до 3 бутонов. Центральные взъерошенные многочисленные лепестки окрашены в оранжево-желтый оттенок, ближе к краям окраска более прямых лепестков становится кораллово-алой. Цветение – продолжительное, бутоны распускаются медленно и долго держатся на кусте. Растение предпочитает солнечные зоны, рыхлые плодородные участки.",De Ruiter,sadovye_rozy_premium_klassa,yes,vuvuzela
,Вувузела Романтик,Розовый,Средний,,80,,1,10,9,средняя,средняя,средняя,                        Срезочная пионовидная роза. Махровый пионовидный бутон розы Вувузела Романтик никого не сможет оставить равнодушным. Данный вид королевы цветов — один из самых популярных среди сортов в стиле английской садовой розы.,,sadovye_rozy_premium_klassa,yes,vuvuzela-romantik
Vuvuzela Сerise,Вувузела Цериз,Розовый,Слабый,100,80,3,1,10,9,средняя,средняя,средняя,"Розово-вишневая шаровидная роза. Это роза экстравагантного вида. В то время как ее внешние лепестки ярко светятся коралловым цветов, цвет светлеет к центру цветка. Сердцевина цветка обычно слегка зеленая. Его махровый цветок напоминает цветок пиона и может использоваться вместо него или в сочетании с ним.",Нидерланды,sadovye_rozy_premium_klassa,yes,vuvuzela-tseriz
,Гайд Парк,Желтый,Слабый,120,100,,1,12,10,сильная,сильная,сильная,                        ,"Нидерланды, 2017",sadovye_rozy_premium_klassa,yes,gayd-park
,Голден Вувузела,Желтый,Средний,100,80,,1,10,8,средняя,средняя,средняя,"                        Пионовидная красавица родственница уже знакомой нам розы сорта Вувузела. От своей «сестры» Голден Вувузела отличается приятным золотисто-кремовым оттенком лепестков со светлыми наружными лепестками . Цветки крупные (9-10см в диаметре), густомахровые с волнистыми как бы гофрированными лепестками, собраны в небольшие соцветия, цветки смотрят вверх Приятный аромат. Зеленый глянцевый плотный лист устойчив к мучнистой росе. Прочные вертикальные побеги , кусты высотой 80см.",,sadovye_rozy_premium_klassa,yes,golden-vuvuzela-
Golden Mustard,Голден Мустард,Коричневый,Слабый,110,100,3,1,12,8,сильная,сильная,сильная,"                        Необыкновенно-роскошная роза, мгновенно завоевал всеобщее внимание благодаря пышному раскрытию бутона и лепесткам необычного горчичного оттенка. Цветки большие, 10см в диаметре, очень плотно набитые, лепестки аккуратно уложены (45-50 лепестков). Цветет в течение всего сезона очень обильно и непрерывно. Раскрывается очень долго, и так же бесконечно долго цветы держатся на кусте. ",,sadovye_rozy_premium_klassa,yes,golden-mustard
,Гравити,,Средний,100,90,,1,,10,сильная,сильная,сильная,"                        Пионовидная роза Гравити станет прекрасным украшением вашего сада. Нежно розовые внутренние лепестки причудливо уложенные в середине цветка обрамляют светло-зелёные наружные  лепестки . Такое нежнейшее сочетание цветов привлекает внимание и несомненно станет изюминкой в саду . Цветение очень обильное в течение сезона. Сорт устойчив к болезням. Цветы долго держатся на кусте , и долго стоят в срезке .",,sadovye_rozy_premium_klassa,yes,graviti
Dancing Clouds,Дансинг Клаудс,,,,,,,,,,,,                       ,,sadovye_rozy_premium_klassa,yes,dansing-klauds
Darlington,Дарлингтон,Абрикосовый,Средний ,100,80,3,1,10,8,средняя,сильная,сильная,                        ,,sadovye_rozy_premium_klassa,yes,darlington
,Дениз,Зеленый,Отсутствует,90,70,,1,11,8,сильная,сильная,сильная,,,sadovye_rozy_premium_klassa,yes,deniz
Julietta Cerise,Джульетта Цериз,,,,,,,,,,,,                       ,,sadovye_rozy_premium_klassa,yes,dzhuletta-tseriz
Dolcetto,Дольчетто,Фиолетовый,Слабый,100,80,,1,12,11,сильная,сильная,сильная," Очаровательная новинка из серии голубых роз. Цветки густо-махровые с волнистыми кружевными кончиками лепестков лилово-фиолетовых оттенков. По мере распускания цветок приобретает более светлые оттенки.  Аромат ее чрезвычайно тонок, едва уловим. Устойчив к низким температурам, и заболеваниям.Заказать саженцы роз Дольчетто (Dolcetto) в Москве можно, нажав кнопку ""в корзину""! ",De Ruiter Нидерланды,sadovye_rozy_premium_klassa,yes,dolchetto
,Ив Пьяже,Розовый,Очень сильный,90,70,,1,15,12,сильная,сильная,сильная,"                        Цветки розовые, пионовидные, огромные, диаметром 13 см, густомахровые (80 лепестков), одиночные или по 2-3 на длинных стеблях. Аромат сильный, приятный. Цветение изобильное, длительное. Листва очень устойчивая, полуматовая, пышная. Кусты высотой 85-95 см, очень энергичные. ",,sadovye_rozy_premium_klassa,yes,iv-pyazhe
Yves Piaget Pink,Ив Пьяже Пинк,Розовый,,,,,,,,,,,                       ,,sadovye_rozy_premium_klassa,yes,iv-pyazhe-pink
Campanella Peach,Кампанелла Пич,,Сильный,110,90,3,1,12,10,сильная,сильная,сильная,"                        Сорт ,  который  несомненно будет притягивать восторженные взоры ценителей прекрасной королевы цветов — розы , в данном случае розы сорта  Кампанеллы Пич. Цвет и форма цветка невероятной красоты. Бутон этой розы плотно «набит» кружевными лепестками нежно – персикового оттенка. Благодаря необычной пружинящей структуре и большому количеству лепестков, бутон Campanella, при раскрытии, увеличивается в несколько раз и становится похожим на пену, бегущую из бокала Шампанского. Цветки крупные, мягкого абрикосово- персикового цвета  раскрываются в широкую розеточную форму со множеством слоев взъерошенных лепестков, имеющих только легкий оттенок розового на внешних краях. Цветёт очень обильно в течение всего сезона, до морозов. Очень долго держатся на кусте и так же долго стоят в срезке. Устойчив к заболеваниям и дождю.",Голландия,sadovye_rozy_premium_klassa,yes,kampanella-pich
Country Blues,Кантри Блюз,Розовый,Средний ,120,100,3,1,10,8,средняя,сильная,сильная,                        ,,sadovye_rozy_premium_klassa,yes,kantri-blyuz
Country Spirit Coral Girl,Кантри Спирит Корал Гёл,,Слабый,100,80,3,1,12,10,сильная,сильная,сильная,"                        Очень большой, романтичный цветок теплого розового цвета с коралловыми нотами и зеленоватой подложкой. Листья темно-зеленые глянцевые. Сочная коралловая расцветка розы дарит оптимизм и хорошее настроение.",Нидерланды,sadovye_rozy_premium_klassa,yes,kantri-spirit-koral-gyel
Country Spirit Lady,Кантри Спирит Леди,Розовый,Слабый ,100,80,3,1,10,8,средняя,сильная,сильная,                        ,,sadovye_rozy_premium_klassa,yes,kantri-spirit-ledi
Carabella,Карабелла,Красный,Слабый ,100,80,,1,12,10,сильная,сильная,сильная,                       ,,sadovye_rozy_premium_klassa,yes,karabella
,Каралуна,Оранжевый,Слабый,120,100,,1,12,10,сильная,сильная,сильная," Роза Каралуна – это классическая английская роза насыщенного рыжего цвета. Присутствие такого цветка в букете не требует дополнительных компонентов, да и на садовой клумбе куст будет играть главную роль. Каралуна покоряет не только внешним видом, но и своей стойкостью. Растение прекрасно зимует, практически не болеет и радует хозяев обильным цветением с начала лета и почти до конца осени. По виду роза Каралуна напоминает пион. Мягкие лепестки ее бутона распускаются в два этапа. В начале внешний их слой держится более плотно, создавая «стакан» для внутренних махровых лепестков и желтых тычинок. Вторая фаза цветения — это полностью распустившиеся розетки с зеленовато-желтой серединкой. Цветонос находится на высокой упругой ножке с темно-зелеными блестящими листьями.",,sadovye_rozy_premium_klassa,yes,karaluna
,Карамель Антик,,Средний,100,90,,1,20,8,средняя,средняя,средняя,"                        Если вы ищете изысканную розу с большой долей гламура, Карамель Антик (Caramel Antike ) - отличный выбор. Сочетание желтого и абрикосового цветов - это воплощение элегантности, создающее мягкий и женственный образ цветка. Лепестки розы цвета светлой карамели и оттенков шампанского с легкими ванильными краями, с переходом к более темному центрy от желтого до абрикосового с оттенками красно-розового с внутренней стороны лепестков относительно центра. Бутоны розы имеют форму округлого шарика с небольшим острием наверху, которые затем раскрываются в красивый старинной формы очень крупный чашеобразный цветок, наполненный слоями лепестков (100 - 120 лепестков) . Эта садовая роза в роспуске похожа на пионы с их пышными лепестками и густомахровыми цветками, что делает их популярным выбором для любого романтика. Роза имеет легкий аромат, что делает ее отличным выбором, если вы не хотите пьянящего аромата розы. Изначально ощущается аромат чайной розы, затем проявляется прекрасная комбинация фруктовых нот. Аромат легкий или средний, что являются идеальной садовой розой для романтического свадебного букета или композиции.  Розы Caramel Antike прекрасно смотрятся в сочетании с кустовыми розами в саду, восковыми цветами и сочной зеленью как дополнение к букету. Они также могут добавить элегантный штрих в букете к его центральной части, наполненной красными и розовыми цветами, или создать композицию, состоящую только из этих красивых цветов. Карамель Antike Rose имеет большой срок службы в вазе, в срезке цветок стоит 7-9 дней, и потрясающей для создания букетов в вазе, в том числе и за счет размера ее цветка.",,sadovye_rozy_premium_klassa,yes,karamel-antik
,Карпе Диэм,Лососевые,Слабый,,70,,1,12,10,средняя,средняя,средняя,"                        Розы Карпе Диэм - светящиеся персиковые розы. Имеет более светлый оттенок в центре цветка. Эксклюзивная роза с изогнутыми, почти гофрированными лепестками, плавно переходящая от коричневого до нежного бежевого цвета. Великолепно, необыкновенно смотрится в букете как самостоятельно, так и в сочетании с другими сортами роз. Бутон красиво раскрывается, показывая всё своё великолепие постепенно, плавно укладывая оборку к оборке изогнутых лепестков, диаметр в раскрытии 10-12 см.","Нидерланды, 2004",sadovye_rozy_premium_klassa,yes,karpe-diem
,Каталина,Желтый,Средний,100,70,10,5,,7,средняя,сильная,сильная,"                        Изящная кустовая роза насыщенного желтого цвета Лепестки яркого и смелого желтого цвета образуют пышный бутон с красивой серединкой. Плотный бутон Диаметром 8-9см с множеством кружевных лепестков по форме напоминает идеально круглую чашу, имеет изящное раскрытие Роза Catalina обладает насыщенным сладким ароматом с вкраплением фруктовых ноток. Устойчивость к заболеваниям хорошая. Побеги практически без шипов. Высота куста 100 см",,sadovye_rozy_premium_klassa,yes,katalina
Kahala,Кахала,,Слабый,150,100,,1,12,10,средняя,средняя,средняя,"Роза Кахала - пионовидная роза, которая заработала у тех кто дарит и получает цветы в подарок - высокую репутацию. Розу Кахала часто сравнивают с балетной примой - у нее пышная пачка и изящная ножка. Сорт славится двухцветными цветами - нежная вуаль дорогого шампанского плавно перетекает в насыщенно-оранжевый. Из-за плотности махровых бутонов розы относят к пионовидной группе. Лепестков очень много. Они бархатные и свежего персикового оттенка.  Бутоны крупные, аромата не имеют. Роза обладает морозоустойчивостью и стойкостью к заражению болезнями и нападениям насекомых-вредителей.",,sadovye_rozy_premium_klassa,yes,Kahala
Candice,Кендис,,Средний,110,80,3,1,12,10,сильная,сильная,сильная,,Нидерланды,sadovye_rozy_premium_klassa,yes,kendis
Kensington Gardens,Кенсингтон Гарден,Оранжевый,Слабый ,90,70,3,1,13,11,сильная,сильная,сильная,                      ,,sadovye_rozy_premium_klassa,yes,kensington-garden
Coral Reeva,Корал Реева,,Слабый ,120,100,3,1,12,10,сильная,сильная,сильная,                        ,,sadovye_rozy_premium_klassa,yes,koral-reeva
,Кхела,Белый,Средний,150,120,3,1,12,10,сильная,сильная,сильная," Цветки с пышным округлым бутоном, нежного бело-кремового оттенка с бордово-коричневой окантовкой лепестков, распускаются в крупные 10-12см перламутрово-белые густомахровые цветки . Цветение обильное и продолжительное Побеги практически без шипов Высота куста 100см. Эта роза станет изюминкой вашей коллекции, удивляя и восхищая ваших гостей. Цветки долго стоят в срезке, модная новинка для букетов. ",,sadovye_rozy_premium_klassa,yes,kkhela
Lavender Bouquet,Лавендер Букет,,,,,,,,,,,,                       ,,sadovye_rozy_premium_klassa,yes,lavender-buket
,Лемон Помпон,Желтый,Слабый,90,80,3,1,12,10,средняя,средняя,средняя,"                        Эффектная роза с густомахровыми цветками ностальгической формы. Цветки насыщенного ярко-желтого цвета, немного светлеющие к краям лепестков. Аромат приятный, средней интенсивности. Цветение в небольших соцветиях, повторное, весь сезон. Сорт отлично подходит для срезки: в вазе стоит до 12 дней. ","Kordes, Германия, 2011",sadovye_rozy_premium_klassa,yes,lemon-pompon
,Лоис Лейн,Лососевые,Легкий,100,70,,1,10,8,сильная,сильная,сильная,"                        Цветки розово-оранжевые с красивым пионовидным раскрытием цветка Легкий приятный аромат Листва глянцевая, плотная устойчива к мучнистой росе Побеги практически без шипов Прочные вертикальные стебли. Высота куста 80см",,sadovye_rozy_premium_klassa,yes,lois-leyn
,Лондон Ай,Розовый,Слабый,120,100,,1,12,10,сильная,сильная,сильная,"                        Еще одна красавица в коллекции садовых роз нашего каталога – пионовидная роза Лондон Ай. Как и другие волшебные пионовидные розы, роза Лондон Ай поражает безупречной красотой своих крупных бутонов. Медленно распускаясь, они открывают множество плотно уложенных лепестков, напоминая строением пышные пионы. Радует глаз и особенный теплый коралловый оттенок розы Лондон Ай. Благодаря необычному и благородному цвету эти розы хороши и в спокойных, романтических композициях, и в эффектных красочных букетах. Изумительные розы Лондон Ай, словно представители старой доброй Англии, несут в себе безупречный стиль и аристократическую элегантность.",Нидерланды ,sadovye_rozy_premium_klassa,yes,london-ay
MADEMOISELLE,МАДЕМУАЗЕЛЬ,,Слабый ,100,70,3,1,11,10,средняя,средняя,,                      ,,sadovye_rozy_premium_klassa,yes,mademuazel
,Майра Брайдал Пинк,Розовый,Средний,120,100,,1,11,9,сильная,средняя,средняя,"                        Романтическая пионовидная роза Mayra’s Bridal Pink (Майрас Брайдал Пинк) – идеальный сюрприз для любимой девушки, этот сорт обожают невесты и всегда выбирают свадебные флористы-декораторы для самых нежных свадеб. Цветок имеет роскошное раскрытие бутона, крупные ровные лепестки и безупречную золотую сердцевину. Розу отличает мягкий градиентный окрас: оттенок меняется от пудрово-розового в центре до молочно-белого на внешних лепестках.Серединка цветка винтажная, светло-розовая при раскрытии.                    ",,sadovye_rozy_premium_klassa,yes,mayra-braydal-pink
Mayra’s White,Майра Вайт,Белый,Средний ,110,90,3,1,12,10,сильная,сильная,сильная,,,sadovye_rozy_premium_klassa,yes,mayra-vayt-
,Майра Пинк,Розовый,Сильный,100,80,,1,,10,сильная,сильная,сильная,"                        Романтическая пионовидная роза Mayra Pink (Майра Пинк) – идеальный сюрприз для любимой девушки, этот сорт обожают невесты и всегда выбирают свадебные флористы-декораторы для самых нежных свадеб. Цветок имеет роскошное раскрытие бутона, крупные ровные лепестки и безупречную золотую сердцевину. Розу отличает мягкий градиентный окрас: оттенок меняется от пудрово-розового в центре до молочно-белого на внешних лепестках. Обладая слабым ароматом и уникальной текстурой, каждый бутон наполнен слоями изящных, взъерошенных обильных лепестков, которые придают ей прекрасный ностальгический садовый вид. ","Испания, 2015",sadovye_rozy_premium_klassa,yes,mayra-rouz
Mayra's Peach,Майра Пич,Абрикосовый,Слабый ,110,80,,1,11,9,средняя,средняя,средняя,                       ,,sadovye_rozy_premium_klassa,yes,mayra-pich
Memory Lane,Мемори Лейн,Сиреневый,Слабый,120,100,3,1,12,10,сильная,сильная,сильная,"                        Есть много причин любить эту розу, главная роль достаётся её цвету. Лепестки розы Мемори Лейн окрашены в сиренево-пепельный глубокий цвет, на крае внешних лепестков заметно выделяется красноватый кант, который подчеркивает их легкую ажурность. Цветок в роспуске чашевидной формы, махровый, диаметром 10-12 см. ",Нидерланды,sadovye_rozy_premium_klassa,yes,memori-leyn
,Мента,,Слабый,130,110,,1,15,12,сильная,сильная,сильная,"                        Роза Menta (Мента) - необычный сорт розы. Мистическо-загадочный окрас цветка действительно поражает.Чашевидный бутон может насчитывать около 45-55 немного острых на кончиках махровых лепестков. Цветок в распущенном состоянии способен достигнуть размера в 12-15 см. в диаметре. Среднерослый кустарник вырастает до 110-130 см. в высоту и до 85-90 см в ширину. Листва глянцевая, темно-зеленая, кожистая. Цветки появляются по одному на плотном стебле. Сорт Мента постоянноцветущий. Причем цветение очень обильное в течении всего летнего периода. Зимостойкость выше среднего. Устойчивость к грибковым заболеваниям высокая, эта чудная роза почти не болеет и не требует какого то ""особого"" ухода. Куст достаточно хорошо будет смотреться в саду или парке. Способен придать особую утонченность любому месту. Цветок хорошо зарекомендовал себя в срезке, стоит в вазе около 14-15 дней.",,sadovye_rozy_premium_klassa,yes,menta
Montmartre,Монмартр,Сиреневый,Слабый,100,70,3,1,10,8,сильная,сильная,сильная,"                        Монмартр открывается в красивом полном цветении и имеет очень впечатляющую вазовую жизнь. Монмартр-это ваше открытие с его ярким, но винтажным фиолетовым цветом, это классическая форма, но не совсем типичный центр. Если вы потратите время, чтобы насладиться красотой этой розы, вы обнаружите, что ее сердце имеет игривый характер и что она похожа на садовую розу.",Нидерланды,sadovye_rozy_premium_klassa,yes,monmartr
Notre Dame,Нотр Дам,Кремовые,Средний,120,100,3,1,12,10,средняя,сильная,средняя,"                        Цветки кремово-лилово-зеленые, крупные 10-12 см. Нотр Дам это мутация сорта Монт Матре, который имеет мягкий и естественный цвет с удивительным ароматом. Обладает отличной вазостойкостью (10-14 дней),  по форме цветка что-то среднее между садовой розой и классической розы. Нотр-Дам-это сорт, требующий внимания и восхищения. Заказать саженцы роз Нотр Дам (Notre Dame) в Москве можно, нажав кнопку ""в корзину""! ","Нидерланды, 2019 ",sadovye_rozy_premium_klassa,yes,notr-dam
Notting Hill,Ноттинг Хилл,Розовый,Сильный,100,90,3,1,10,8,средняя,средняя,сильная,"Ноттинг Хил (Notting Hill) - розовая пионовидная роза с желтой серединой. Эта очаровательная и романтичная роза пастельного цвета соответствует своему названию; она так же великолепна, как самая известная точка Лондона! Короче говоря, Ноттинг-Хилл - один из лучших сортов. Это новая садовая роза с невероятной вазостойкостью.  Нежные розовые лепестки сочетаются с золотистой серединой. Выглядит по-настоящему необычно, нарядно, празднично. Диаметр цветка 10-12 см. Количество лепестков - 100. Кусты прямостоящие, практически без шипов, густооблиственные. Аромат насыщенный.","Нидерланды, 2017",sadovye_rozy_premium_klassa,yes,notting-khill
All4Love,Олл фо Лав,,Слабый,150,100,3,1,12,10,сильная,сильная,сильная,                        ,,sadovye_rozy_premium_klassa,yes,oll-fo-lav
,Пачули,Розовый,Сильный,100,80,,1,10,8,,Хорошая,сильная,"                        Цветки нежного серебристо-лавандово-розового оттенка, цвета сирени округлые густомахровые бутоны с красивым сложением лепестков. Пачули обладает невероятным чувственным сладкий ароматом. Побеги практически без шипов.",,sadovye_rozy_premium_klassa,yes,pachuli
Persuasion,Персуэйшн,Желтый,Слабый,80,70,3,1,10,8,сильная,сильная,сильная,,Нидерланды,sadovye_rozy_premium_klassa,yes,persueyshn
Pink Up,Пинк Ап,,,,,,,,,,,,                       ,,sadovye_rozy_premium_klassa,yes,pink-ap
Pink O'Hara,Пинк О'Хара,Розовый,Очень сильный,110,70,3,1,14,12,средняя,средняя,средняя,"                        Pink O'Harа, выведенная во Франции Жоржем Дельбар, является сестрой White O'Hara. Она светло-розового цвета, и ее цвет наиболее глубок в центре, где ее лепестки образуют классические четыре сердца. Пинк О'Хара – это крупная массивная садовая роза, которая будет благоухать в воздухе в течение многих дней. Невероятно красиво и очень женственно! Восхитительно чистая эстетическая роза.  Идеально подходит для букетов или центральных украшений для романтической свадьбы в саду.",Delbard,sadovye_rozy_premium_klassa,yes,pink-o-khara
Pink X-Pression,Пинк Экспрешн,Розовый,Средний,120,100,,1,12,10,сильная,сильная,сильная,,,sadovye_rozy_premium_klassa,yes,pink-ekspreshn-
,Пич Экспрешн,Абрикосовый,Средний,100,80,3,1,12,10,сильная,сильная,сильная,"                        Роза чайно-гибридная Пич Экспрешн - невообразимо нежный и приятный сорт роз. Цвет лепестков персиковый. Цветки махровые до 60 лепестков, крупные - до 12 см в диаметре. Лепестки с фестончатым краем. Бутоны большие, округлые, высотой до 10 см. Долго держатся на кусте и в срезке около 10-14 дней. Куст розы густой, вертикальный, стебель мощный, высотой до 100 см. Устойчивость к болезням высокая, морозостойкость высокая",,sadovye_rozy_premium_klassa,yes,pich-ekspreshn
Pompon Freel,Помпон Фрил,,,,,,,,,,,,,,sadovye_rozy_premium_klassa,yes,pompon-fril
Pride of Jane,Прайд оф Джейн,Розовый,Слабый ,100,80,3,1,12,10,сильная,сильная,сильная,,,sadovye_rozy_premium_klassa,yes,prayd-of-dzheyn-
Precious Moments,Прешез Моментс,,,,,,,,,,,,,,sadovye_rozy_premium_klassa,yes,preshez-moments
,Распберри Элеганс,Малиновый,Слабый,100,80,,1,10,9,средняя,сильная,сильная,"                        Название сорта переводится как «Малиновая элегантность» — пионовидная роза изысканнейшей фактуры, сравнимой разве что со складками дорогого блестящего малинового атласа. Верный своему названию, Raspberry Elegance обладает яркими цветами, и может похвастаться элегантным цветением. Raspberry Elegance — это садовая роза, похожая на пион. Эта роза станет изюминкой вашей коллекции, удивляя и восхищая ваших гостей. Цветки долго стоят в срезке, модная новинка для букетов. Цветки  пионовидные, густомахровые с множеством мелких лепестков, крупные, ярко-малиново-красного цвета. Листва тёмно-зеленая.",,sadovye_rozy_premium_klassa,yes,raspberri-elegans
Regent’s Park,Риджентс Парк,,,,,,,,,,,,,,sadovye_rozy_premium_klassa,yes,ridzhents-park
Richmond Park,Ричмонд Парк,,,,,,,,,,,,,,sadovye_rozy_premium_klassa,yes,richmond-park
