title_en,title_ru,color,aroma,max_bush_height,min_bush_height,max_number_flawers,min_number_flawers,max_size_number,min_size_number,rain_resistance,powdery_mildew_resistance,black_spot_resistance,description,greenhouse,category,in_stock,slug
Bentheimer Gold,Бентхаймер Голд,Оранжевый,Слабый,90,70,5,3,10,8,средняя,сильная,сильная,,,floribunda_rozi,yes,bentkhaymer-gold
,Блю фо Ю,Голубой,сильный,90,70,5,3,9,7,слабая,средняя,средняя,"                        Невероятная окраска – пожалуй, это самая голубая роза из всех что вы видели, которая к тому же обладает сенсационным ароматом. Обильное цветение, аккуратный ветвистый куст менее 1 м высотой. Листва обильная, слегка блестящая, устойчивость к болезням выше среднего.",,floribunda_rozi,yes,blyu-fo-yu
,Братья Гримм,Оранжевый,слабый,90,70,5,3,11,8,сильная,сильная,сильная,"Роза Братья Гримм навевает ностальгию благодаря своим цветкам специфической формы! Её яркий цвет и разнообразно лежащие друг на друге лепестки делают эту розу естественным выбором как для клумб, так и для одиночной посадки. Цветки сияюще-оранжевые с желтым реверсом, густомахровые, в кистях. Листва темно-зеленая, очень блестящая. Куст сильнорослый, ветвистый, достигает высотой 90 см. Очень важной характерной особенностью цветка является его невероятная устойчивость к мучнистой росе, черной пятнистости, а также к дождю. Бутоны источают слабый розовый аромат, оставляя цветкам возможность привлечь внимание хозяина своей диковиной красотой.   ",,floribunda_rozi,yes,brat-ya-grimm
Brownie USA,Брауни США,Двухцветный,Слабый,70,60,5,3,8,7,средняя,средняя,средняя,"                        Флорибунда Юджина Бернера, выведенная в 1959 г, результат скрещивания Lavender Pinoccio и Grey Pearl, в свое время произвела настоящий фурор. Бутоны Brownie обычно света сливочной ириски с яркими всполохами вишневого цвета на кончиках лепестков. Небольшие, густомахровые цветки, раскрывшись, имеют очень выразительный ореховый цвет, очень похожий на цвет оборотной стороны лепестков сорта Leonidas. Вишнево-красные края быстро бледнеют по мере распускания цветка, и кофейный цвет доминирует. Хотя Brownie – довольно небольшой и слабый куст, который требует хорошего ухода, он цветет очень обильно в течение всего лета. В первый год бутоны лучше удалять – тогда вы получите сильный, хорошо укоренившийся куст. Матовая, серо-оливковая листва подвержена заболеваниям, так что будьте готовы к профилактике. Несмотря на свои недостатки, Brownie красивая и необычная роза.",,floribunda_rozi,yes,brauni-ssha
,Вайкики,Лососевые,Слабый,70,60,10,5,8,7,сильная,сильная,сильная,"                        Высокодекоративная флорибунда с привлекательными цветками необычного цвета на сильных прямостоячих побегах. Цветки с легким ароматом, кораллово-розовые со светло-кремовой оборотной стороной резных зубчиками лепестков. Лепестки цветков плотные, переливаются как атлас. Диаметр цветков 8 см, устойчивы к ветру и дождю, появляются в соцветиях. Цветение длительное, повторное и обильное. Листва темно-зеленая, глянцевая. Молодые листья свекольного цвета. Высота взрослого растения 60-90 см., ширина 50 см. Сорт с хорошей зимостойкостью и устойчивостью к заболеваниям.",Samuel Darragh McGredy IV Новая Зеландия,floribunda_rozi,yes,vaykiki
,Виши,,Сильный,100,80,5,3,7,5,сильная,сильная,сильная,"                        Средне-рослая, обильно цветущая флорибунда с округлыми, чашевидными цветками розово-сливочного цвета. Аромат сильный, с цитрусовыми нотами. Прямостоящие стебли одеты здоровой, зеленой листвой. Энергичный, быстрорастущий куст. Цветение практически непрерывное.",Delbard,floribunda_rozi,yes,vishi
,Гартентрауме,Розовый,Очень сильный,140,80,5,3,12,10,слабая,средняя,средняя,"                        Флорибунда с крупными, густомахровыми, очень ароматными цветками ностальгической формы. Аромат насыщенный, в нём искусно переплетены запахи гвоздики, дамасской розы и мёда. Цветение повторное. Куст компактный, листва средне-зелёная, блестящая. Сорт рекомендуется к одиночной посадке, а также в группах по 3-5 шт.","Tantau, Германия",floribunda_rozi,yes,gartentraume
Geisha,Гейша,Желтый,слабый,80,50,5,3,6,5,средняя,средняя,средняя," Очаровательная роза Гейша (Geisha) всегда пользовалась хорошим спросом, романтичный окрас лепестков взволнует даже самого опытного садовода! Окраска цветков розы Гейша сначала насыщенно-персиковая, а по краям постепенно светлеет. Цветы крупные, при полном роспуске дорастают до отметки в 10-12 см в диаметре, махровые (в среднем 82 лепестка). Бутоны радуют нежным сладким ароматом, цветы устойчивы к дождю, появляются от 1 до 3-х бутонов. Куст средней высоты -  до 90-100 см. Листва светло-зеленая, блестящая. Будущего обладателя этой красавицы обрадует тот факт, что роза очень неприхотлива, что позволяет при минимальном уходе любоваться ее пышным цветением.   ",,floribunda_rozi,yes,geisha
,Герцогиня Кристиана,Розовый,Очень сильный,90,70,5,3,6,4,Хорошая,сильная,сильная,"                        Флорибунда из коллекции Parfuma с сильным, насыщенным ароматом, который сам селекционер описывает так: ""лимон, брызги шампанского, а затем спелая малина, а также аромат спелых яблок в саду после летнего дождя."" Максимальной интенсивности аромат достигает к вечеру. Цветки помпонной формы, густомахровые (85-95 лепестков), кремово-нежно-розовые, диаметром 4-5 см, сосредоточены в большие соцветия. Цветение повторное, обильное. Листва густая, среднего размера, тёмно-зелёная, плотная, глянцевая, с высокой сопротивляемостью к болезням. Морозоустойчивость высокая.","Kordes, Германия, 2013",floribunda_rozi,yes,gertsoginya-kristiana
Griselis,Гризелис,,Средний,120,100,5,3,8,7,средняя,средняя,средняя,,,floribunda_rozi,yes,grizelis-
,Дитер Мюллер,Розовый,Очень сильный,110,90,4,1,8,6,сильная,сильная,сильная,,,floribunda_rozi,yes,diter-myuller
DOLCE VITA 1,ДОЛЬЧЕ ВИТА 1,Абрикосовый,Средний ,60,40,3,1,7,5,сильная,сильная,сильная,                      ,,floribunda_rozi,yes,dolche-vita-1
,Домэн дэ Сэн Жан де Борегар,Малиновый,Средний,80,40,10,5,5,3,сильная,сильная,сильная,"                        Роза Домэн дэ Сэн Жан де Борегар (Domaine de St Jean de Beauregard) - яркая, пышноцветущая, пейзажная флорибунда селекции G. Delbard ( Франция, 2005) с фуксиево-пурпурными цветками. Цветы некрупные (до 6 см), куст невысокий, но создающий большие шапки цветов. Цветы махровые (45-50 лепестков), чашеобразной ближе к плоской форме, цвета - фуксии–малиново-пурпурные. Цветы бесконечно долго держатся на кусте, не бояться ни дождя, ни солнца. Цветение обильное, практически непрерывное, цветки собраны в соцветия. На одном цветоносе в период массового цветения насчитывается 5-10 и более цветков одновременно. Ароматная роза. Цветение повторное. Куст ветвистый, компактный, прямостоячий, высота растения 40-80 см, ширина 60 - 80 см. Зимует очень хорошо. Устойчивость к заболеваниям очень хорошая. Характеризуется высокой устойчивостью к черной пятнистости и мучнистой росе, практически не болеет.","G. Delbard Франция, 2005",floribunda_rozi,yes,domen-de-sen-zhan-de-boregar
Jean Cocteau,Жан Кокто,Лососевые,Слабый ,90,80,10,5,8,7,средняя,средняя,средняя,,,floribunda_rozi,yes,zhan-kokto-
Yours in Continued Friendship,Йорс Континент Френдшип,Абрикосовый,Средний ,110,90,5,3,10,8,средняя,средняя,средняя,,,floribunda_rozi,yes,yors-kontinent-frendship-
,Кимоно,Лососевые,Средний,100,80,10,5,7,6,средняя,средняя,слабая,"                        Цветки махровые, ароматные, диаметром 6-7 см, лососево-розовые, выгорают до нежно-розовых оттенков. Цветение в кистях по 5-20 шт., очень обильное, повторное, почти непрерывное. Куст прямостоячий, ветвистый, высотой до 90 см.","De Ruiter, Нидерланды",floribunda_rozi,yes,kimono
Claire Marshall,Клэр Маршалл,,,,,,,,,,,,                       ,,floribunda_rozi,yes,kler-marshall
,Космос,Кремовые,Слабый,,80,3,1,9,8,средняя,сильная,сильная,"                        Флорибунда из коллекции ""Сказочная роза"" с густомахровыми чашевидными кремово-белыми цветками с волнистыми лепестками, обладающими лёгким ароматом. Цветение повторное. Хорошая устойчивость к дождю и солнцу. Кусы вертикальные, густые, высота взрослого растения 60-90 см, ширина - 50 см. Высокая устойчивость к болезням, высокая морозостойкость.","Kordes Германия, 2006",floribunda_rozi,yes,kosmos
,Лав Сонг,Сиреневый,Средний,120,90,3,1,12,10,средняя,сильная,сильная,"                        Цветки махровые, диаметром 9 -12 см, чистого лавандового цвета. Аромат умеренный, цитрусовый. Цветение в небольших соцветиях, повторное, довольно длительное. Цветы крупнее и ярче в прохладную погоду. Куст густой, округлой формы, молодые побеги красные. Высота взрослого куста от 130 до 150 см, ширина от 70 до 90 см. Листва крупная, полуглянцевая, устойчивая к заболеваниям. Зимостойкость высокая.","Tom Carruth, 2011",floribunda_rozi,yes,lav-song
Lavaglut,Лаваглют,Красный,слабый,75,60,20,10,7,6,сильная,средняя,средняя,"                        Lavaglut – идеальная маленькая флорибунда красного цвета: устойчивая к заболеваниям, яркая и обильноцветущая. Она практически не ароматная, но ничто не сравнится с насыщенными темно-красными цветками, оттененными темной блестящей листвой. Цветки махровые, хотя в центре обычно видны золотые тычинки. Они долго держатся на кусте. Цветки собраны в кисти по 10-20 шт и прекрасно переносят солнце и дождь. Сорт сильнорослый. Цветки долго стоят в срезке. Несколько подвержен черной пятнистости, но листва настолько темная, что инфекция практически незаметна",Kordes ,floribunda_rozi,yes,lavaglyut
Lavender Ice,Лавандер айс,Сиреневый,средний,50,30,5,3,8,7,сильная,сильная,сильная,"                        Ровный однотонный окрас роз LavenderIce, так напоминающий окраску цветков сирени, придает им необъяснимую притягательность. Цветки особенно хороши в полном роспуске. Низкий, компактный куст с массой розетковидных, лавандово-сиреневых цветков. Великолепно выглядит в контейнерной посадке и в миксбордере.",,floribunda_rozi,yes,lavander-ays
,Лавендер Пиноккио,Кремовые,Средний,130,110,10,5,10,8,сильная,средняя,средняя,"                        Цветки сиренево-розовые с оттенком капучино коричневого цвета. Внешние лепестки и кончики каждого лепестка, как правило, лавандовые, а внутренние лепестки и основания лепестков имеют оттенки шоколада, смешанными с оранжевыми, кофейными и серыми тонами, к тому же в зависимости от погоды и возраста цветка его окраска постоянно изменяется. Цветение в кистях по 5-10 штук, повторное. Куст раскидистый, колючий, листва светло-зелёная.","Boerner, USA 1948",floribunda_rozi,yes,lavender-pinokkio
Lovely Green,Лавли грин,Зеленый,средний,80,60,5,3,5,4,слабая,сильная,сильная,"                        Цветки шаровидной формы, бело-салатовые с нежно-розовым оттенком по краям, махровые (60-70 лепестков), диаметром 4-5 см, очень плотно набитые, в соцветиях по 3-5. Цветение непрерывное. Листва тёмно-зелёная, устойчивая к заболеваниям. Куст высотой 60-80 см, шириной 70 см. Хорошо подходит для срезки.",,floribunda_rozi,yes,lavli-grin
,Леди оф Белград,Оранжевый,Слабый,80,70,5,3,7,5,сильная,сильная,сильная,"                        Роза сербской селекции с густомаровыми цветками диаметром 7-8 см интенсивного оранжевого цвета и волнистыми лепестками, придающими цветку довольно необычную форму. Цветение в соцветиях до 10 шт., повторное, почти непрерывное. Взрослый куст высотой высотой 70-80 см, с матовой листвой, очень устойчивой к болезням.","Bozanic Сербия, 2016",floribunda_rozi,yes,ledi-of-belgrad
,Леонардо да Винчи,Розовый,Средний,150,60,5,3,10,7,сильная,сильная,сильная,"                        Сорт Леонардо да Винчи (Leonardo da Vinci) относится к категории роз флорибунда. Габариты розы заметно варьируются, это определяется климатом в месте выращивания (высота — 0,6–1,5 м, диаметр — 0,8–1,2 м). Но куст получается неизменно густым, хорошо облиственным, с крепкими прямостоящими побегами. В опоре роза не нуждается. Шипы тускло-красные, редкие. Листья кожистые, блестящие, густо-зелёные. Даже если куст роз Леонардо да Винчи не может похвастаться габаритами, его декоративность при этом никак не страдает Бокаловидные густомахровые (75–80 лепестков) цветки по форме напоминают классические старинные английские розы. Они достигают 7–10 см в диаметре. Кисти роз состоят из 3–5 бутонов. Нераскрывшиеся окрашены в густой малиново-пурпурный оттенок, у распустившихся роз нежные розово-малиново-пунцовые лепестки. Аромат цветов очень тонкий, ненавязчивый, с лёгкими фруктовыми нотками.",Meilland,floribunda_rozi,yes,leonardo-da-vinchi
Liolà,Лиола,Двухцветный,слабый,90,70,10,5,7,5,сильная,средняя,средняя,"                        Полумахровые цветки из 4-8 лепестков кремового цвета с розовым волнистым краем собраны в многочисленные соцветия. Куст прямостоячий, густой, с темной, матовой листвой, цветки устойчивы к дождю. Эффектное, обильное цветение.",,floribunda_rozi,yes,liola
Rose des 4 Vents,Ля Роз де Кватрэ Вен,Красный,средний,100,80,3,1,12,10,слабая,средняя,средняя,                       ,,floribunda_rozi,yes,lya-roz-de-kvatre-ven-
,Мария Терезия,Розовый,Слабый,90,70,5,3,8,6,сильная,сильная,сильная,"                        Флорибунда с чашевидными квартированными цветками нежно-розового цвета, ностальгической формы. Цветение в соцветиях, формирующихся на концах побегов, повторное, почти непрерывное весь сезон. Листва темно-зеленая, блестящая листва, с высокой устойчивостью к болезням.",Тантау,floribunda_rozi,yes,mariya-tereziya
Midsummer,Мидсаммер,Двухцветный,средний,100,80,5,3,8,6,сильная,сильная,сильная,                       ,,floribunda_rozi,yes,midsammer
,Минерва,Фиолетовый,Сильный,80,70,5,3,8,6,средняя,сильная,сильная,"                        ""Синяя"" роза с шикарным ароматом, за который сорт получил несколько наград. Цветок в тёмно-сиреневых и тёмно-фиолетовых тонах, густомахровый, с красиво - в старинной форме - уложенными лепестками; при полном раскрытии показывает жёлтые тычинки, что, впрочем, не портит общего впечатления. Цветение в кистях, повторное. Листва крупная, средне-зелёная, матовая, с высокой устойчивостью к болезням.","Martin Vissers Бельгия, 2010",floribunda_rozi,yes,minerva
,Мона Лиза,Красный,Слабый,80,50,5,3,12,10,средняя,сильная,сильная,"                        Сорт из серии ""Романтика"" с махровыми цветками тёмно-красного цвета (на одной ветке, как правило, находится 3-5 цветков). Диаметр цветка - 9-10 см. Цветение почти непрерывное. Цветок хорошо переносит и дождь, и солнце. Высота куста - 50-80 см, ширина - 50-60 см. Листва мелкая, плотная, глянцевая, очень устойчивая к болезням. Морозоустойчивость высокая.                    ","Meilland Франция, 2007",floribunda_rozi,yes,mona-liza
,Наутика,Сиреневый,Лёгкий ,110,90,2,1,8,6,сильная,сильная,сильная,"                        Цветки густомахровые, крупные, лилово-розовые, более темные в серединке. Легкий аромат. Цветение повторное в течение сезона. Устойчивость к болезням и зимостойкость высокая. Высота куста 100 см. Этот сорт отличается необычайно привлекательным оттенком цвета и высокой стойкостью цветков вазе, достигающей 14 дней. Так же может украсить вашу садовую коллекцию","W. Kordes & Sons Германия, 2017",floribunda_rozi,yes,nautika
Novalis,Новалис,,средний,150,80,3,2,10,9,средняя,сильная,сильная,"                        Надёжная, устойчивая флорибунда очень привлекательной окраски. Цветки густомахровые, лавандовые. Кусты вертикальные, густые. Роза названа в честь поэта Георга фон Харденберга, выдающегося деятеля ранней романтической литературы в Германии, у которого был псевдоним «Новалис». Знак ADR-2013.",,floribunda_rozi,yes,novalis
,Пастелла,Розовый,Средний,70,60,5,3,9,7,сильная,сильная,сильная,"                        Ветвистая и при этом компактная флорибунда с цветками среднего размера. Цветки густомахровые, чашевидные, кремовые с розовым оттенком, интенсивность которого меняется в зависимости от погоды. Цветки на кусте держатся долго и хорошо переносят дождь и ветер. Цветение в кистях, повторное, обильное и продолжительное. Листва светло-зелёная, с высокой устойчивостью к болезням.","Tantau Германия, 2004",floribunda_rozi,yes,pastella
Pastel Babylon Eyes,Пастель Бэбилон Айс,Двухцветный,Слабый,,50,10,5,5,3,сильная,сильная,сильная,"                        Очень оригинальная ""простушка"" для любителей экстравагантных роз. Простые мелкие цветы, собранные в большие кисти, весь сезон привлекают внимание необычностью окраски. Растение замечательно здоровое и выносливое. Можно использовать для бордюрных посадок, в массивах, как почвопокровную розу, в контейнерной культуре. К недостаткам относится полное отсутствие аромата.","Pepinieres Minier Франция, 2012",floribunda_rozi,yes,pastel-bebilon-ays
,Пинк Эбандэнс,Розовый,Слабый,100,80,3,1,6,5,слабая,средняя,слабая,"                        Окрас роз Pink Abundance глубокий и очень теплый. В жару лепестки сверкают на солнышке, а в дождливый день их окрас многократно усиливается. Бутон тёмно-лососево-розовый с зелеными штрихами, округлый, заостренный. Цветок розовый, розетковидный, густомахровый, состоит из 70-80 лепестков. Цветки не слишком крупные, в их легком аромате доминируют цитрусовые и пряные нотки. На кусте много пышных соцветий, отчего цветение приобретает очень интенсивный характер. Листва зелёная, среднего размера, полуматовая. Устойчивость к заболеваниям высокая, морозостойкий сорт, хорошо переносит жаркое лето, но может расти и в тени.                    ","Harkness Великобритания, 1999",floribunda_rozi,yes,pink-ebandens-
,Питер Пауль Рубенс,Розовый,Слабый ,,85,5,3,8,6,средняя,средняя,средняя,"                        Роза с шаровидными густомахровыми цветками диаметром 6 - 8 см. Цветок розовый с абрикосовым оттенком у центральных лепестков, ароматный (смесь лимона, манго и мирры). Цветение в небольших соцветиях, обильное и непрерывное в течение всего сезона. Куст высотой около метра, с поникающими побегами и крупной, темно-зеленой, глянцевой листвой, устойчивой к заболеваниям.","Martin Vissers Бельгия, 2002",floribunda_rozi,yes,piter-paul-rubens
,Помпадур,Розовый,Очень сильный,100,80,5,3,10,8,слабая,средняя,средняя,"                        Большие, густо- махровые, насыщенно-розовые цветы имеют очень сильный аромат, объединяющий сладкие, мускусные и цитрусовые ноты. У цветов серединка более темная, к краям светлеет. Повторное цветение в течение всего сезона. ","Delbard Франция, 2014",floribunda_rozi,yes,pompadur
Pomponella,Помпонелла,Розовый,слабый,80,70,10,5,5,4,сильная,средняя,сильная," Шикарная красавица - роза Помпонелла распускается в виде необычных шариков, станет изысканным украшением Вашего сада! Сильнорослая клумбовая роза, цветет достаточно обильно, очень устойчива к заболеваниям. Растение украшает клумбу цветками, напоминающими помпоны в стиле старинных роз. Цветы темно –розовые, почти вишневые,  шаровидные, в кистях по 5 -7 шт. Листва темно–зелёная, густая, слегка блестящая. Куст прямостоящий, ветвистый, до 120 см высотой. ",,floribunda_rozi,yes,pomponella
,Принц Монако,Двухцветный,сильный,80,70,5,3,10,9,средняя,средняя,средняя,"Саженцы Принц Монако - это эффектные розы, которые покоряют красотой цветка.  В полуроспуске бело-кремовые лепестки окантованы нежной малиновой каймой, которая по мере раскрытия цветка расширяется, а ее интенсивность усиливается до вишневой. Цветки крупные, махровые, долго держат прекрасную форму. Компактные кусты высотой до 80 см, с плотной матовой листвой, выглядят опрятно в любое время. Прекрасная роза для небольших групп и массивов, в сложных посадках можно использовать как промежуточный переход внутри красной гаммы.   ",,floribunda_rozi,yes,princ-monako
Poustinia,Пустыния,,Средний,100,80,10,5,10,8,средняя,сильная,сильная,"                        Бутон белый с абрикосовым оттенком, бокаловидный. Цветок белый с абрикосовым центром, чашевидный, махровый, 25 – 40 лепестков в одном цветке, диаметр цветка 8 - 10 см, обладает насыщенным фруктовым ароматом, цветки собраны в большие соцветия. Куст сильно рослый с прямостоячими побегами, лист средний, зеленый, глянцевый. ",Бельгия,floribunda_rozi,yes,pustyniya
Rhapsody in Blue,Рапсодия ин Блю,Голубой,средний,120,70,5,3,6,5,сильная,сильная,сильная,"Саженцы роз Голубая Рапсодия выбирают, как правило, те, кто хочет добавить некой изюминки в свой сад, ведь цветки этой интересной розы заставляют внимательнее к себе присмотреться! Роза высотой своего куста достигает 60-80 см, количество цветков на стебле 3-5 шт, необыкновенные бутоны вырастают диаметром 8 см. Вы наверняка обратили внимание на насыщенный цвет этого сорта - пурпурно-фиолетовый, яркий, завораживающий. Растение обладает первоклассной устойчивостью  к распространенным болезням, источает вполне уловимый аромат и оставляет приятные воспоминания о себе.                     ",,floribunda_rozi,yes,Rapsodia_in_blye
,Ред Леонардо да Винчи,Красный,Слабый,100,70,5,3,8,7,сильная,сильная,сильная,"                        Роза с темно-красными густомахровыми квартированными цветками диаметром 7-8 см. Цветки устойчивы к дождю, с легким ароматом. Цветение в кистях, обильное, почти непрерывное весь сезон. Взрослый куст высотой около 100 см, листва устойчива к болезням.","Meilland, Франция, 2003",floribunda_rozi,yes,red-leonardo-da-vinchi
Rosengräfin Marie Henriette,Розеграфин Мария Генриетта,Розовый,Сильный,100,80,5,3,10,8,средняя,сильная,сильная,"                        Крупные, насыщенно-розовые цветки старомодной формы с сильным ароматом аниса, розы и яблока. Цветение волнами в течение сезона. Куст вертикальный. Листва сорта устойчива к черной пятнистости и восприимчива к мучнистой росе.",,floribunda_rozi,yes,rozegrafin-mariya-genrietta
Jardins de France,Сады Франции,Розовый,Слабый ,125,100,5,3,9,8,слабая,сильная,сильная,,,floribunda_rozi,yes,sady-frantsii-
,Сан Суси,Кремовые,Сильный,90,70,5,3,,8,сильная,сильная,сильная,"                        Роза Sans Souci, как и большинство других флорибунд, созданных в питомнике Барни, отличается характером самих кустов: почти все они чрезвычайно гармоничны, компактны, хорошо облиственны, и их цветение продолжается весь сезон. Цветки у этого сорта, включенного в коллекцию ""Растущие букеты"", нежно-кремовые с розовыми и светло-абрикосовыми оттенками в центре цветка, аромат - средней интенсивности. Листва крупная, устойчивая к болезням.                    ",Anna Medici Barni Италия,floribunda_rozi,yes,san-susi
Sweet Blondie,Свит Блонди,,,,,,,,,,,,,,floribunda_rozi,yes,svit-blondi
,Стефани Баронин цу Гуттенберг,Фиолетовый,,,,,,,,,,,,,floribunda_rozi,yes,stefani-baronin-tsu-guttenberg
,Твайлайт Зоун,Фиолетовый,Сильный,90,75,3,1,12,10,средняя,средняя,средняя,"                        Роза с крупными густомахровыми цветками старинной формы бархатистого тёмно-пурпурного цвета с насыщенным ароматом гвоздики и лимона. Цветение повторное. Куст округлой формы, листва полуглянцевая, тёмно-зелёная, устойчивая к болезням.","Tom Carruth США, 2011",floribunda_rozi,yes,tvaylayt-zoun
,Тиль Уленшпигель,Красный,Средний,,70,5,3,7,5,средняя,средняя,сильная,"                        Роза Тиль Уленшпигель - новинка Kordes 2017 года, флорибунда со старинной шаровидной формой цветков и тёмно-зелёной, глянцевой листвой, устойчивой к заболеваниям. Цветок красного цвета, шаровидный, махровый, диаметром 5-7 см, всегда в соцветиях по 3-5 штук. Цветение обильное, продолжительное. Куст компактный, аккуратный, высотой 60-90 см, шириной 50 см. Идеально подходит для выращивания в контейнерах. Морозостойкость высокая. Сорт входит в серию ""Сказочные розы"".","W. Kordes & Sons Германия, 2017",floribunda_rozi,yes,til-ulenshpigel
,Фокус-покус,Полосатые,Слабый,70,60,,1,8,6,слабая,средняя,средняя,"Саженцы роз Фокус-Покус вполне соответствуют своему названию: особенностью этого сорта является то, что расцветка бутонов может меняться, что действительно похоже на фокус природы.Данный сорт признан декоративным, отлично подойдет для озеленения или для оформления розария. Бутоны в диаметре достигают 6-8 см, куст способен вырасти до 60-70 см. Саженцы цветут все лето практически непрерывно, имеют слабую устойчивость к дождю, что потребует дополнительных усилий в процессе выращивания. ","Kordes Германия, 2000",floribunda_rozi,yes,fokus_pokus
,Хайди Клум,Малиновый,Сильный,50,40,5,3,6,5,сильная,сильная,сильная,"                        Цветки очень ароматные, густомахровые, сиренево или фиолетово-розовые, диаметром 6-8 см. Цветки не выгорают и хорошо переносят дождь. Цветение в соцветиях, обильное, с раннего лета и до осени. Куст прямостоячий, ветвистый, колючий, высотой 40—50 см и шириной около 30 см. Листва плотная, средне-зелёная, полуглянцевая.","Tantau Германия, 1999",floribunda_rozi,yes,khaydi-klum
